"dataId","query","idGroup"
1312,"Plast-Ex http://www.plastex.org",0
1313,"KOBA 2017 - 27th International Broadcast, Audio & LightingEquipment Show http://www.kobashow.com/",0
1314,"Powder & Bulk Solids http://admtoronto.com/",0
1315,"HOSPITALAR 2017 http://www.hospitalar.com/",0
1316,"SMART Automation Austria 2017 http://www.smart-wien.at/",0
1317,"International Fair PETROL STATION(PETROL STATION) http://www.targi.paliwa.pl/en/home",0
1318,"Indobuildtech Jakarta 2017(Indobuildtech) http://www.indobuildtech.com/",0
1319,"INALIGHT 2017 - 4th Indonesia International Lighting Exhibition 2017 http://www.inalight-exhibition.net/#axzz3ec11ytbz",0
1320,"Expo Central China 2017 http://expocentralchina.mofcom.gov.cn/",0
1321,"8th Educational IT Solutions Expo(EDIX) http://www.edix-expo.jp/",0
1322,"SIAL China 2017 http://www.sialchina.com/",0
1323,"12th Guangzhou (China) International Surface Finishing, Electroplating and Coating Exhibition(SF EXPO) http://www.sfexpo.cn/en/",0
1324,"INTERMACH 2017 - 34th ASEAN's Largest International Industrial Machinery and Subcontracting Exhibition http://www.intermachshow.com",0
1325,"SUBCON THAILAND 2017 - 11th ASEAN's Largest Industrial Subcontracting and Business Matching Event(SUBCON THAILAND 2017) http://www.subconthailand.com/",0
1326,"LAMIERA 2017 http://www.lamiera.net",0
1327,"Caspian International Exhibition ""Packaging, Tare, Label and Printing"" (Ipack Caspian 2017) http://www.ipack.iteca.az/",0
1328,"SHEET METAL ASIA 2017 - 21st ASEAN's Largest International Sheet Metal Fabrication Technology and Machinery Exhibition(SHEET METAL ASIA 2017) http://www.sheetmetal-asia.com",0
1329,"CIE 2017 - China Import Expo Kunshan 2017 http://www.importexpo.org",0
1330,"21st INTERNATIONAL JEWELLERY KOBE(IJK) http://www.ijk-fair.jp/",0
1331,"International Stainless Steel Congress and Fair(Stainless 2017) http://www.bvv.cz/en/stainless",0
1332,"JECA FAIR 2017 -65th Electrical Construction Equipment and Materials Fair- http://www.jecafair.jp/",0
1333,"27th West Japan Food Industry Exhibition '17 http://www.nikkanseibu-eve.com/food/",0
1334,"21st International Exhibition and Conference Oil & Gas Uzbekistan(OGU Uzbekistan) http://oilgas.uz/",0
1335,"19th Kazakhstan International Exhibition Construction and Interiors, Heating and Ventilation, Windows and Doors, Facades, Road Construction, Ceramics and Stone(AstanaBuild 2017) http://www.astanabuild.kz",0
1336,"Marche du Film http://www.marchedufilm.com/",0
1337,"High End Show for Excellent Home Entertainment(HIGH END 2017) http://www.highendsociety.de/index.php/de/",0
1338,"Machinery & Electronics Exhibition Kanazawa 2017 (55th)(MEX Kanazawa) http://www.tekkokiden.or.jp/mex/",0
1339,"6th Black Sea Ports & Shipping 2017 (6BSPS) http://www.transportevents.com/ForthcomingEventsdetails.aspx?EventID=EVE140",0
1340,"12th International Exhibition on Leather And Footwear Products, Machinery, Manufacturing Technology, Materials and Services(ILF-INDO LEATHER & FOOTWEAR 2017) http://indoleather-footwear.com/",0
1341,"May International Jewelry + Watch Vietnam 2017 http://www.vietnamjewelryshow.com/",0
1342,"Shenzhen (China) International Small Motor, Electric Machinery & Magnetic Materials Exhibition (Motor & Magnetic Expo ) http:// www.motor-expo.cn/",0
1343,"China International Trade Fair for Heating, Ventilation, Air-Conditioning, Sanitation & Home Comfort Systems(ISH China & CIHE) http://ishc-cihe.hk.messefrankfurt.com",0
1344,"International Fair of Madagascar(FIM) http://www.foire-internationale-de-madagascar.com/",0
1345,"e-messe kanazawa 2017 http://www.e-messe.jp/",0
1346,"20th International Welfare and Health Industry Exhibition (Welfare 2017) http://www.nagoya-trade-expo.jp/welfare/",0
1347,"Chubu Lifeguard TEC 2016 - Disaster Prevention, Reduction, Crisis Management - http://www.lifeguardtec.com/",0
1348,"China Chongqing International Investment and Global Sourcing Fair(ccisf) http://www.ccisf.com/",0
1349,"General Practice Conference & Exhibition(GPCE Sydney ) http://www.gpce.com.au/",0
1350,"IFEX PHILIPPINES 2017 http://www.ifexphilippines.com/",0
1351,"128th Veronafil http://www.veronafil.it/",0
1352,"Chibimart http://www.chibimart.it/",0
1353,"Sposaitalia Collezioni http://sposaitaliacollezioni.fieramilano.it/it",0
1354,"COSMETICA Stuttgatrt http://www.cosmetica.de/",0
1355,"GUT zu FUSS Stuttgatrt http://www.cosmetica.de/gut-zu-fuss-stuttgart/",0
1356,"Agro Myanmar 2017 - 4th International Exhibition and Conference on Agriculture for Myanmar http://www.agriculture-exhibition.com/",0
1357,"International Foodservice Marketplace(NRA SHOW  2017) http://www.restaurant.org/show",0
1358,"Homebuilding & Renovating Show http://www.homebuildingshow.co.uk/",0
1359,"National Stationery Show(NSS) http://www.nationalstationeryshow.com/",0
1360,"SURTEX 2017 http://www.surtex.com",0
1361,"29th annual ICFF(ICFF) http://www.icff.com/",0
1362,"London Wine Fair(LWF) http://www.londonwinefair.com",0
1363,"MIDDLE EAST COVERING http://www.middleeastcovering.com/",0
1364,"Middle East Stone http://www.middleeaststone.com/",0
1365,"DOMOTEX Turkey http://www.domotexturkey.com/",0
1366,"AWEA WINDPOWER 2017 Conference & Exhibition(WINDPOWER 2017) http://www.windpowerexpo.org/",0
1367,"NIWeek 2017 http://www.ni.com/niweek/",0
1368,"LIGNA 2017 http://www.ligna.de/home",0
1369,"BUILDAFRO 2017 http://mxmexhibitions.com/buildafro/index.html",0
1370,"TRADE AFRICA 2017 http://mxmexhibitions.com/tradeafrica/index.html",0
1371,"INDEX International Design Exhibition http://www.indexexhibition.com",0
1372,"European Business Aviation Convention & Exhibition(EBACE2017) https://ebace.aero/",0
1373,"Digital Enterprise Show | Digital Business World Congress(DES2017) https://www.des-madrid.com/",0
1374,"Yapi - Turkeybuild Istanbul 2017 http://www.yapifuari.com.tr/",0
1375,"24th International Food, Beverage & Packaging Technology Trade Fair(24th iran food + bev tec) http://www.iran-foodbevtec.com/iranfoodbevtec.html",0
1376,"FCE Cosmetique http://www.fcecosmetique.com.br",0
1377,"24th International Agricultural Trade Fair(24th iran agro) http://www.iran-agro.com/",0
1378,"FCE Pharma http://www.fcepharma.com.br",0
1379,"International Fair of Technologies for Solar Energy(Enersolar + Brazil) http://www.enersolarbrasil.com.br/",0
1380,"International Security Fair(Exposec 2017) http://www.exposec.tmp.br",0
1381,"Space Tech Expo http://www.aesexpo.com/",0
1382,"24th International Food, Beverages & Hospitality Trade Fair(iran food + hosptality 2017) http://www.iran-foodhospitality.com/",0
1383,"BroadcastAsia2017 http://www.Broadcast-Asia.com",0
1384,"EnterpriseIT 2017 Exhibition http://www.goto-enterpriseit.com",0
1385,"PULIRE 2017 http://www.pulire-it.com/",0
1386,"PacPrint 17 http://www.pacprint.com.au/",0
1387,"CeBIT Australia 2017 http://www.cebit.com.au/",0
1388,"KANSAI Gaishoku Business Week 2017 The 8th Kansai Izakaya EXPO http://www.k-gaishokubusiness.jp/",0
1389,"KANSAI Gaishoku Business Week 2017 The 10th Kansai Udon-Soba EXPO http://www.k-gaishokubusiness.jp/",0
1390,"Licensing Expo 2017 http://www.licensingexpo.com",0
1391,"KANSAI Gaishoku Business Week 2017 The 10th Kansai Ramen EXPO http://www.k-gaishokubusiness.jp/",0
1392,"China International Sporting Goods Show 2017(China Sport Show) http://www.sportshow.com.cn/",0
1393,"VIV Russia 2017 http://www.vivrussia.nl/en/",0
1394,"21st CHINA JIANGSU COMMODITIES EXHIBITION http://www.js-trade.jp/",0
1395,"N-EXPO 2017 (26th New Environmental Exposition 2017) https://www.nippo.co.jp/n-expo017/",0
1396,"GWPE 2017 - The 9th Global Warming Prevention Exhibition 2017 https://www.nippo.co.jp/stop-ondanka17/",0
1397,"International Bus and Coach Trade Fair(FIAA 2017) http://www.ifema.es/web/ferias/fiaa/default_i.html",0
1398,"National Fair of Furniture for the North / Northeast Region (Movexpo) http://www.movexpo.com.br/",0
1399,"KANSAI Gaishoku Business Week 2017 The 7th Kansai Pasta EXPO http://www.k-gaishokubusiness.jp/",0
1400,"KANSAI Gaishoku Business Week 2017 The 5th Japan Local Specialty EXPO http://www.k-gaishokubusiness.jp/",0
1401,"KANSAI Gaishoku Business Week 2017 The 6th Kansai Hotel & Ryokan EXPO http://www.k-gaishokubusiness.jp/",0
1402,"KANSAI Gaishoku Business Week 2017 The 8th Eco EXPO http://www.k-gaishokubusiness.jp/",0
1403,"KANSAI Gaishoku Business Week 2017 The 3th Restaurant Environment Improvement http://www.k-gaishokubusiness.jp/",0
1404,"6th International Innovation and Technology Exhibition(INOTEX 2017) http://www.inotex.com/en/Default.soap",0
1405,"CHINA BEAUTY EXPO 2017(CBE) http://en.chinabeautyexpo.com/",0
1406,"SPS IPC Drives Italia http://www.spsitalia.it/",0
1407,"Dentima Krasnodar 2017 http://www.dentima.su/en-GB",0
1408,"Industrial Location Fair 2017 http://www.noma.or.jp/bcd/",0
1409,"AUTOMEX 2017 http://www.automex.com.my/",0
1410,"International Fair for Construction Machinery, Vehicles and Specialised Equipment(INTERMASZ 2017) http://www.intermasz.pl",0
1411,"9th China International Tourism Commodities Fair(CITCF) http://www.citcf.com/EN/",0
1412,"13th Shanghai International Adhesive Tape, Protective Film & Optical Film Expo(APFE2017) http://www.apfechina.com",0
1413,"The 8th China International Logistics Equipment & Technology Exhibition (Guangzhou)(LET) http://www.chinalet.cn/",0
1414,"NGV EXPO CHINA 2017 - 9thChina International Exhibition on Natural Gas Vehicles/Ship, Engines and Gas Refueling Stations http://www.ngvexpo.com/",0
1415,"Busan International Machinery Fair(BUTECH 2017) http://www.butech.or.kr/new/eng/main/main.php",0
1416,"HFE JAPAN 2017 - The 15th Health Food Exposition & Conference(HFE JAPAN) http://www.ifiajapan.com/",0
1417,"ifia JAPAN 2017 - The 22th International Food Ingredients & Additives Exhibition and Conference http://www.ifiajapan.com/",0
1418,"AUTOPROMOTEC - 27th International Biennial Exhibition of Automotive Equipment and Aftermarket Products http://www.autopromotec.it",0
1419,"AUTOMOTIVE ENGINEERING EXPOSITION 2017 YOKOHAMA http://expo.jsae.or.jp/",0
1420,"Food Processing and Packaging Philippines Expo (FPP Philippines) http://www.livestockphilippines.com/About-Us/FPP-Expo",0
1421,"Feeds Expo Philippines 2017 http://www.livestockphilippines.com/",0
1422,"International Livestock Nutrition, Health and Production & Meat Industry Expo & Conference(Livestock Philippines 2017) http://www.livestockphilippines.com/",0
1423,"PhilMeat 2017 Expo & Forum(PhilMeat) http://www.livestockphilippines.com",0
1424,"Japan Grand Shoes Collection Autumn and Winter 2017 (157th) http://www.csia.or.jp/tenjikai/",0
1425,"EXPO COMM WIRELESS JAPAN 2017(ECWJ2017) http://www.wjexpo.com/",0
1426,"WIRELESS TECHNOLOGY PARK 2017(WTP2017) https://www.wt-park.com/",0
1427,"TRANSPORT SYSTEM EXPO 2017 http://www.truckexpo.jp/",0
1428,"METALTECH 2017 http://www.metaltech.com.my",0
1429,"International Drone Expo(IDE TOKYO2017) http://www.dronesolution-expo.com/",0
1430,"Local Government Fair 2017(LGF2017) http://www.noma.or.jp/lgf/",0
1431,"Roads, Bridges and Tunnels Fair(Road2Tunnel) http://www.road2tunnel.com/en",0
1432,"BARI-SHIP 2017 http://www.bariship.com/",0
1433,"Saigon International Autotech & Accessories Show 2017(Saigon Autotech 2017) http://saigonautotech.com.vn/",0
1434,"Korea International Boat Show 2017(KIBS2017) http://kibs.com/",0
1435,"PIETA - Trade Fair for Funeral Articles and Cemetery Equipment http://www.messe-dresden.de/veranstaltungskalender/messe/pieta/beschreibung.html",0
1436,"23rd Azerbaijan International Food Industry Exhibition(WorldFood Azerbaijan 2017) http://www.worldfood.az",0
1437,"Madrid International Real Estate Exhibition(SIMA 2017) http://simaexpo.com/",0
1438,"Canadian Furniture Show http://www.canadianfurnitureshow.com/",0
1439,"Aquarama 2017 http://www.aquarama.com.cn",0
1440,"58th Verona Mineral Show - Geo Business http://www.veronamineralshow.com/",0
1441,"20th International Leather & Fur Fashion Trade Fair(LE SHOW Moscow) http://leshow.ru/english/index.html",0
1442,"SENSOR+TEST 2017 http://www.sensor-test.com",0
1443,"AquaTherm Kyiv 2017 http://aqua-therm.kiev.ua/",0
1444,"ANGA COM - Exhibition and Congress http://www.angacom.de/en.html",0
1445,"Nor-Shipping 2017 http://messe.no/en/nor-shipping/",0
1446,"GRAPHITEC 2017 http://www.graphitec.com",0
1447,"CREATEX  2017 http://saloncreatex.com/",0
1448,"COMPUTEX TAIPEI 2017(COMPUTEX) https://www.computextaipei.com.tw/",0
1449,"International Defence and Security Technologies Fair(IDET) http://www.bvv.cz/en/idet/",0
1450,"Caspian Oil & Gas Exhibition and Conferences 2017(COG 2017) http://www.caspianoilgas.az/",0
1451,"4th Live Entertainment Expo TOKYO http://www.live-event.jp/",0
1452,"4th Event Expo TOKYO http://www.eventexpo.jp/",0
1453,"BOOKEXPO AMERICA (BEA 2017) http://www.bookexpoamerica.com/",0
1454,"32nd International Exhibition for Fine and Speciality Chemicals(Chemspec Europe2017) http://www.chemspeceurope.com",0
1455,"CITE JAPAN 2017 http://www.citejapan.info/",0
1456,"Kitchen & Bath China 2017 http://www.wes-expo.com.cn/",0
1457,"Philippines International Beauty Show(philbeauty 2017) http://www.philbeautyshow.com/",0
1458,"27th International Exhibition on Shoes & Leather Industry(SHOES & LEATHER GUANGZHOU 2017) http://www.shoesleather-guangzhou.com/",0
1459,"7th Caspian International Power and Alternative Energy Exhibition (Caspian Power 2017) http://www.caspianpower.az",0
1460,"Inter-TRANSPORT 2017 http://www.expo-odessa.com/exeb.phtml?id=59&lang=en",0
1461,"International Fire Fighting Equipment and Services Fair(PYROS) http://www.bvv.cz/en/pyros/",0
1462,"International Security Technology and Services Fair(ISET) http://www.bvv.cz/en/iset/",0
1463,"Bizbarcelona http://www.bizbarcelona.com",0
1464,"eCommerce EXPO 2017 Osaka http://www.ecommerceexpo-osaka.com/",0
1465,"Callcenter / CRM Demo & Conference 2017 in OSAKA (10th) http://www.callcenter-japan.com/osaka/",0
1466,"EES Europe 2017 http://www.ees-europe.com/",0
1467,"Tissue World Sao Paulo 2017 http://www.tissueworld.com/SaoPaulo",0
1468,"Intersolar Europe 2017 http://www.intersolar.de/",0
1469,"19th Kazakhstan International Exhibition - Foodstuffs, Drinks, Ingredients, Packaging And Equipment For Food Industry(InterFood Astana 2017) http://www.interfoodastana.kz/",0
1470,"Thaifex-World of Food Asia 2017 http://www.worldoffoodasia.com/",0
1471,"Beauty Show Krasnodar http://www.beautyshow.su/",0
1472,"Vietnam Int'l Coffee & Dessert Fair 2017 http://www.vietcoffeefair.com",0
1473,"9th Vietnam International Retail & Franchise Show(VIETRF) http://www.vietrf.com",0
1474,"The 32nd Korea World Travel Fair(KOTFA 2017) http://www.kotfa.co.kr/",0
1475,"Hunting. Fishing. Recreation http://hunting_fishing.sibexpo.ru/eng/main/vistavki/exhibitions_schedule/hunting_fishing/about/",0
1476,"International Tokyo Toy Show 2017 http://www.toys.or.jp/toyshow/",0
1477,"The 4th Earthquake Technology Expo http://www.shinsaiexpo.com/osaka/",0
1478,"INTEC 2017 - International Industrial Trade Fair(INTEC 2017) http://www.intec.codissia.com/",0
1479,"International Trade Show on Technologies for Rehabilitation, Inclusion and Accessibility(ReaTech) http://www.reatechvirtual.com.br/",0
1480,"The 13th Fukuoka International Gift Show 2017(FIGS) http://www.giftshow.co.jp/",0
1481,"VAPE ASIA TOUR(VAT. 2017) http://vapeasiatour.com",0
1482,"HK Beauty & Fitness Expo 2017 http://beauty-expo.com.hk/hk-beauty---fitness-expo-2017.html",0
1483,"15th China (Guangzhou) International Auto Parts Expo 2017(CAPE 2017) http://www.ciape.cn",0
1484,"The Big 3 Africa Show 2017 http://big3africa.com/",0
1485,"87th Hong Kong Wedding Fair(HKWedding2017) http://wedding-show.com.hk/",0
1486,"7th International Funeral and Cemetery Fair(NECROEXPO) http://www.necroexpo.pl",0
1487,"2017 Silk Road International Exposition and the 21st Investment and Trade Forum for Cooperation between East and West China http://www.xbhz.net",0
1488,"Premiere DAYSPA http://www.premiereshows.com/",0
1489,"Premiere Orland http://www.premiereshows.com/",0
1490,"Alimentaria & Horexpo Lisboa 2017 - International Food, Hospitality and Technology for the Food and Drinks Industry Exhibition http://alimentariahorexpo.fil.pt/",0
1491,"International Trade  Fair for Metallurgy, Machinery, Plant Technology and Products(Metallurgy Russia 2017 - INTERNATIONAL METALLURGICAL TECHNOLOGY,  PROCESSES AND METAL PRODUCTS TRADE FAIR) http://www.metallurgy-russia.com",0
1492,"International Tube and Pipe Trade Fair in Russia(Tube Russia 2017) http://www.metallurgy-tube-russia.com/",0
1493,"International Luxury Travel Market(ILTM ASIA 2017) http://www.iltm.com/",0
1494,"Litmash Russia 2017 - INTERNATIONAL FOUNDRY TECHNOLOGY,  SUPPLIES AND CASTINGS TRADE FAIR http://www.litmash-russia.com/",0
1495,"19th International Exhibition for Glass Products, Manufacturing, Processing and Finishing Technology(MIR STEKLA 2017) http://www.mirstekla-expo.ru/",0
1496,"wire Russia 2017 http://www.wire-russia.com",0
1497,"JCK Las Vegas 2017(JCK ) http://lasvegas.jckonline.com/",0
1498,"JIS Exchange Las Vegas (JIS Exchange) http://www.jisshow.com/Exchange/",0
1499,"JAPAN INTERNATIONAL TEA SHOW 2017(TEA SHOW) http://www.teashow.jp",0
1500,"10th International Trade Fair and Conference for Waste Management, Recycling, Environmental Technologies and Renewable Energy(WasteTech-2017) http://www.waste-tech.ru",0
1501,"eDelivery Barcelona(eDelivery) http://www.edeliverybarcelona.com/",0
1502,"Electric & Hybrid Marine World Expo 2017 http://www.electricandhybridmarineworldexpo.com/",0
1503,"Marine Maintenance World Expo and Conference 2017(MMWE) http://www.marinemaintenanceworldexpo.com/english/",0
1504,"International Logistics & Material Handling Exhibition(SIL2017 Barcelona) http://www.silbcn.com/en/",0
1505,"MIDEM 2017 http://www.midem.com/",0
1506,"UGOL ROSSII & MINING 2017 http://www.ugol-rossii.com/",0
1507,"Infosecurity Europe 2017 http://www.infosec.co.uk/",0
1508,"33rd International Food Service Trade Show(Fispal Food Service 2017) http://www.fispalfoodservice.com.br/",0
1509,"Pizza & Pasta EXPO 2017(P&P) http://www.pizzapasta.jp/",0
1510,"Tokyo Cafe Show & Conference 2017 http://cafeshow.jp",0
1511,"FERROFORMA, international hardware fair(FERROFORMA 2017) http://www.ferroforma.eu/",0
1512,"2017 Microelectronics Show - 31th ADVANCED ELECTRONICS PACKAGING EXHIBITION http://www.jpcashow.com/",0
1513,"JPCA Show 2017 (The 47th International Electronic Circuits Exhibition) (PWB Tech) http://www.jpcashow.com/",0
1514,"JPCA Show 2017 (The 47th International Electronic Circuits Exhibition) (EMS Japan) http://www.jpcashow.com/",0
1515,"JPCA Show 2017 (The 47th International Electronic Circuits Exhibition)(Module Japan) http://www.jpcashow.com/",0
1516,"WIRE Japan Show 2017 http://www.jpcashow.com/",0
1517,"Large Electronics Show 2017(Solid-State Lighting) http://www.jpcashow.com/",0
1518,"Large Electronics Show 2017(PE PROCESS) http://www.jpcashow.com/",0
1519,"Asean Sustainable Energy Week 2017 http://www.asew-expo.com/",0
1520,"Large Electronics Show 2017(Device Engineering) http://www.jpcashow.com/",0
1521,"JISSO PROTEC 2017 - 19th Jisso Process Technology Exhibition http://www.jpcashow.com/",0
1522,"18th Asean Specialized Pumps and Valves, Pipes & Fitting Hardware Trade Exhibition(Pumps & Valves Asia 2017) http://www.pumpsandvalves-asia.com/",0
1523,"Plant Factory & Smart Agriculture Exhibition http://biz.nikkan.co.jp/eve/smart/",0
1524,"Biomass Expo 2017 http://biomassexpo.jp/top/",0
1525,"35th West Coast Energy Management Congress(EMC) http://www.energyevent.com",0
1526,"Elmia Wood http://www.elmia.se/en/wood/",0
1527,"Image Sensing Show 2017(ISS 2017) http://www.adcom-media.co.jp/iss/",0
1528,"Precise Measurement Fair 2017(PMF2017) http://www.adcom-media.co.jp/pmf/",0
1529,"27th Tokyo Fashion Goods Trade Show http://www.fashion-goods.jp",0
1530,"12th China International Exhibition of Senior Care, Rehabilitation Medicine and Healthcare(CHINAAID 2017) http://www.china-aid.com/",0
1531,"Vietnam Industrial & Manufacturing Fair 2017(VIMF 2017) http://vietnamindustrialfiesta.com/",0
1532,"AQUATECH CHINA 2017 http://www.aquatechtrade.com/china/",0
1533,"FLOWTECH CHINA 2017 http://expo.flowtechsh.com/",0
1534,"ECOTECH CHINA 2017 http://www.ecotechair.com.cn/en/",0
1535,"Markex 2017 http://www.markex.co.za/",0
1536,"The 39th  International Exhibition on Environmental Technology & Green Energy(ENVEX 2017) http://www.envex.or.kr",0
1537,"SEMICON Russia 2017 http://www.semiconrussia.org/",0
1538,"Thai Water 2017 Expo(Thai Water) http://www.thai-water.com/",0
1539,"APPS JAPAN 2017(APPS) http://www.f2ff.jp/apps-japan/",0
1540,"Connected Media Tokyo 2017(CMT) http://www.f2ff.jp/cmt/",0
1541,"Interop Tokyo 2017 http://www.interop.jp/",0
1542,"AGRO 2017 - 29th International Agricultural Exhibition http://www.agro-expo.com/",0
1543,"Digital Signage Japan 2017(DSJ 2017) http://www.f2ff.jp/dsj/",0
1544,"Location Business Japan 2017(LBJ2017) http://www.f2ff.jp/lbj/",0
1545,"NURE 2017 - World Nuclear and Radiation Expo Korea 2017 http://www.nure.or.kr",0
1546,"Smart Factory Japan 2017 http://biz.nikkan.co.jp/eve/smart-factory/",0
1547,"2017 Disaster Prevention Industry Exhibition http://biz.nikkan.co.jp/eve/bousai/",0
1548,"Entech  Pollutec Asia 2017(EP) http://www.entechpollutec-asia.com/",0
1549,"ExpoMed Mexico 2017(ExpoMed 2017) http://www.expomed.com.mx",0
1550,"Africa Health Exhibition & Congress 2017(Africa Health 2017) http://www.africahealthexhibition.com/",0
1551,"KENTEN2017 http://www.ken-ten.jp/",0
1552,"12th Exterior Fair in Kansai 2017 http://www.kansai-exfair.com/",0
1553,"Thailand International TRUCK SHOW 2017 (TTS2017) http://www.thaitruckshow.com",0
1554,"4th Myanmar International Exhibition On Cosmetics, Beauty, Hair & Spa (Cosmobeaute Myanmar 2017) http://www.cosmobeauteasia.com",0
1555,"Housing Business Fair 2017 http://www.housing-biz.jp/",0
1556,"JUBINALE Summer 2017 - International Summer Jewellery and Watches Trade Fair http://jubinale.com/jubinale-lato/",0
1557,"Living Style Tokyo 2017 - Garaging EXPO http://www.housingworld.jp/",0
1558,"Living Style Tokyo 2017 - Kitchen EXPO http://www.housingworld.jp/",0
1559,"Living Style Tokyo 2017 - Reform & Renovation EXPO http://www.housingworld.jp/",0
1560,"Living Style Tokyo 2017 -  New Housing Style EXPO http://www.housingworld.jp/",0
1561,"INDEX 2017 -  International Interiors & Design Event http://ubmindexfairs.com/",0
1562,"CRIME AND DISASTER PREVENTION 2017 http://www.bohanbosai.jp/",0
1563,"Hyderabad Jewellery, Pearl & Gem Fair(HJF) http://hyderabad.jewelleryfair.in/",0
1564,"Guangzhou International Lighting Exhibition(GILE 2017) http://www.light.messefrankfurt.com.cn",0
1565,"2017 International Forum on Preschool Education http://www.kidsexpochina.com/kidseng2",0
1566,"8th China ( Guangzhou) Kid's Education Expo(Kid's Expo China 2017) http://www.kidsexpochina.com/kidseng2/",0
1567,"Guangzhou Electrical Building Technology(GEBT2017) http://www.building.messefrankfurt.com.cn",0
1568,"AAMI 2017 Conference & Expo(AAMI 2017) http://www.aami.org/AnnualConference/",0
1569,"Expo Riva Schuh - International shoe Fair http://www.exporivaschuh.it",0
1570,"China (Shanxi) International Beauty, Hairdressing, Body-beauty and Cosmetics Expo 2017(China Shanxi Beauty Expo 2017) http://www.mobogj.com",0
1571,"The Annecy International Animation Film Festival(Annecy) http://www.annecy.org/",0
1572,"European Biomass Conference and Exhibition (EUBCE) http://www.eubce.com",0
1573,"STVF 2017 - Shanghai TV Festival http://www.stvf.com/",0
1574,"18th International Exhibition of Church Construction, Church Fittings and Furnishings and Religious Art (SACROEXPO) http://www.targikielce.pl/",0
1575,"American Water Works Association Annual Conference & Exposition(ACE 17) http://www.awwa.org/",0
1576,"NeoCon 2017 http://www.neocon.com/",0
1577,"Medical Design & Manufacturing East(MD&M East) http://mdmeast.mddionline.com/",0
1578,"World Tea Expo 2017 http://worldteaeast.com/",0
1579,"Coatings Vietnam 2017 http://www.coatings-vietnam.com/",0
1580,"PAPER VIETNAM 2017 http://www.paper-vietnam.com/",0
1581,"Rubber & Tyre Expo Vietnam 2017 http://www.rubber-tyre.com.vn/",0
1582,"E3 2017 http://www.e3expo.com",0
1583,"Retail Asia Expo 2017 http://www.retailasiaexpo.com",0
1584,"13th China (Beijing) International Coal Equipment & Mining Technical Equipment Exhibition 2017(CICEME 2017) http://www.ciceme.com/ad_en/",0
1585,"Africa Rail 2017 http://www.terrapinn.com/exhibition/africarail/",0
1586,"18th China Yiwu International Exhibition on Textile Machinery(YiwuTex 2017) http://www.yiwutex.com",0
1587,"Quality expo http://www.canontradeshows.com/expo/quality_shows/",0
1588,"DMC2017 - Die & Mould China 2017 http://dmcexpo.com",0
1589,"Pitti Immagine Uomo 92 http://www.pittimmagine.com/",0
1590,"Metal + Metallurgy China 2017 http://www.mm-china.com/",0
1591,"EastPack http://eastpack.packagingdigest.com",0
1592,"FOOMA JAPAN - 2017 International Food Machinery & Technology Exhibition http://www.foomajapan.jp/",0
1593,"Pulse 2017 http://www.fmiconnect.net/",0
1594,"15th China International Environmental Protection Exhibition & Conference(CIEPEC 2017) http://www.chinaenvironment.org/",0
1595,"Interior Lifestyle Tokyo http://www.interior-lifestyle.com/",0
1596,"InfoComm17 http://www.infocommshow.org/",0
1597,"ProPak Asia 2017 - 25th International Processing and Packaging Technology Event for Asia http://www.propakasia.com",0
1598,"26th Int'l Optoelectronics Expositon(OPTOTaiwan) http://www.optotaiwan.com",0
1599,"INA PAACE Automechanika Mexico City(Automechanika) http://paace-automechanika-mexico.us.messefrankfurt.com/",0
1600,"13th Int'l LED Expo Exposition(LED EXPO Taiwan 2017) http://www.optotaiwan.com",0
1601,"19th International Flat Panel Display Exposition(Display Taiwan 2017) http://www.optotaiwan.com/Display/",0
1602,"Asian Attractions Expo 2017(AAE 2017) http://www.iaapa.org/expos/asian-attractions-expo/home",0
1603,"United Fresh http://www.unitedfreshshow.org/",0
1604,"Latin American & Caribbean Tyre Expo http://www.latintyreexpo.com/",0
1605,"RailLog Korea 2017 http://raillog-korea.kr.messefrankfurt.com/busan/en/visitors/welcome.html",0
1606,"AUTOMATISA 2017 - AUTOMATION http://www.feria-automatisa.com/",0
1607,"SIGN EXPO 2017 http://www.sign-expo.com/",0
1608,"ibtm america http://www.ibtmamerica.com/",0
1609,"Cambodia International Gems & Jewelry Fair 2017(CIGJF 2017) http://www.cambodiatradefair.org/",0
1610,"2017 Taiwan Int'l Medical & Healthcare Exhibition(Medicare Taiwan) http://www.medicaretaiwan.com/en_US/index.html",0
1611,"Taiwan Int'l Senior Lifestyle and Health Care Show(SenCARE 2017) http://www.sencare.com.tw/",0
1612,"31st International Travel Expo Hong Kong & 12th MICE Travel Expo(ITE Hong Kong 2017) http://mice.itehk.com/",0
1613,"MeKong Beauty Show 2017(MBS2017) http://www.mekongbeautyshow.com/",0
1614,"CAEXPO Mechanical & Electrical Products Exhibition (Vietnam) 2017 http://eng.caexpo.org/",0
1615,"International Franchise Expo(IFE 2017) http://www.ifeinfo.com/",0
1616,"18th China (Guangzhou) International Nutrition &Health Food and Organic Products Exhibition 2017(CINHOE2017) http://www.gzxazl.com/",0
1617,"China (Guangzhou) International Wine and Spirits Exhibition 2017(IWE 2017) http://www.yfzlw.com/en/",0
1618,"11th China (Guangzhou) International Edible Oil & Olive Oil Exhibition 2017(IOE2017) http://www.ioechina.org",0
1619,"6th China(Guangzhou) International High-end Drinking Water Industry Expo 2017(Waterexpo) http://www.waterexpocn.com",0
