"dataId","query","idGroup"
90,"CAR-MECHA JAPAN - 3rd Automotive Components & Processing Technology Expo http://www.actpt.jp/",0
91,"9th LIGHT-TECH Expo http://www.light-technology.jp/",0
92,"International Tourism Trade Fair(FITUR 2017) http://www.ifema.es/fitur_06/",0
93,"The International Surface Event(TISE 2017) https://tisewest.com/",0
94,"3rd WEARABLE EXPO - Wearable Device & Technology Expo http://www.wearable-expo.jp/",0
95,"RoboDEX - 1st Robot Development & Application Expo http://www.robodex.jp/",0
96,"Food Hospitality World Mumbai(FHW Mumbai 2017) http://www.fhwexpo.com",0
97,"9th India Rubber Expo 2017(IRE 2017) http://www.indiarubberexpo.in/",0
98,"International Plastics Exhibition & Conference(10th Plastivision India 2017) http://www.plastivision.org/home",0
99,"HAUSLBAUERMESSE Graz http://www.mcg.at/haeuslbauergraz.at/2016/de/index_2016.php",0
100,"International Travel Fair & International Fair for Regional Tourism(GO - REGIONTOUR 2017) http://www.bvv.cz/en/go-regiontour/",0
101,"2017 NAMM Show http://www.namm.org/thenammshow",0
102,"Creativation http://www.creativationshow.org/",0
103,"Destinations: the holiday & travel show http://www.destinationsshow.com",0
104,"3rd Contract-oriented Trade Fair for Decorations, Glasware, Home and Kitchen Accessories(FOR DECOR AND HOME) http://fordecor.cz/2015/cz/intercept.asp",0
105,"12th Inernational Agriculture and Livestock Exhibition(AGRO EXPO 2017) http://www.agroexpo.com.tr/en/",0
106,"5th International Exhibition and Conference on Banking Technology, Equipment & Services(IBEX India) http://www.ibexindia.com/",0
107,"Interior Design Show (IDS) http://www.interiordesignshow.com/",0
108,"American Made Show http://americanmadeshow.com/",0
109,"Motor Bike Expo(MBE) http://www.motorbikeexpo.it/",0
110,"T-Gold 2017 http://www.vicenzafiera.it/it/fiere/t-gold",0
111,"MAN PARIS(MAN) http://www.man-woman.co/",0
112,"Order Goods Business Show 2017(OGBS osaka 2017) http://ogbs.jp/",0
113,"Capsule - Capsule Paris Men's http://capsuleshow.com/",0
114,"International Green Week Berlin(IGW) http://www.gruenewoche.de/en/",0
115,"BIJORHCA PARIS(BIJORHCA) http://www.bijorhca.com/en/Home/",0
116,"WHO'S NEXT http://www.whosnext-tradeshow.com/",0
117,"MAISON&OBJET PARIS(M&O PARIS) http://www.maison-objet.com/en/paris",0
118,"PREMIERE CLASSE http://www.premiere-classe.com/",0
119,"Myanmar International Franchise & SME Expo 2017 (MIF 2017) http://www.myanmarfranchise.net/",0
120,"AKS Gem Shows - New Orleans Winter Bead & Jewelry Show http://www.aksshow.com",0
121,"Economic Times ACETECH AHMEDABAD 2017(ET ACETECH) http://www.etacetech.com/",0
122,"Vicenzaoro January 2017 http://www.vicenzaoro.com/",0
123,"Vicenzaoro January 2017 http://www.vicenzaoro.com/",0
124,"hanseBAU 2017 http://www.hansebau-bremen.de/",0
125,"Japan Fishing Show 2017 http://www.fishingshow.jp/",0
126,"Toronto International Boat Show http://www.torontoboatshow.com/",0
127,"Tranoi Paris Men's http://www.tranoi.com/",0
128,"SIRHA2017 http://www.sirha.com/",0
129,"International Boat Show Duesseldorf(boot Duesseldorf) http://www.boat-duesseldorf.com/",0
130,"Vivanti http://www.vivanti-messe.de/",0
131,"Miyagi, Sendai Housing Reform Fair 2017 http://www.the-reform.co.jp/",0
132,"SIGEP 2017 - International Exhibtion for the Artisan Production of Gelato, Pastry, Confectionery and Bakery(SIGEP) http://www.sigep.it",0
133,"INTERFILIERE Paris(INTERFILIERE) http://www.interfiliere.com/",0
134,"Expohogar http://www.expohogar.com/",0
135,"29th Internationale Kulturboerse Freiburg 2017(IKF) http://www.kulturboerse-freiburg.de/",0
136,"INTERSEC 2017 http://www.intersecexpo.com/",0
137,"Las Vegas Market http://www.lasvegasmarket.com/",0
138,"Scotland's Trade Fair Spring http://www.scotlandstradefairs.co.uk/spring/",0
139,"Scotland's Speciality Food Show http://www.scotlandsspecialityfoodshow.com/",0
140,"Winter Fancy Food Show http://www.specialtyfood.com/",0
141,"Texworld USA http://texworldusa.us.messefrankfurt.com/",0
142,"Hospitality Show 2017 http://www.hospitalityshow.co.uk",0
143,"COSME TOKYO 2017 - 5th INT'L COSMETICS TRADE FAIR (COSME TOKYO) http://www.cosmetokyo.jp/",0
144,"28th INTERNATIONAL JEWELLERY TOKYO(IJT 2017) http://www.ijt.jp/",0
145,"5th GIRLS JEWELLERY TOKYO http://www.girls-jewel.jp/",0
146,"COSME Tech 2017 - 7th INT'L COSMETICS DEVELOPMENT EXPO(COSME Tech) http://www.cosme-i.jp/",0
147,"8th Doors & Windows Technology International Exhibition(Do-Win Tech 2017) http://www.titexgroup.com",0
148,"MAN NEW YORK(MAN) http://www.man-woman.co/",0
149,"Capsule - Capsule New York Men's http://capsuleshow.com/",0
150,"International Promotional Gift (PROMOGIFT) http://www.ifema.es/promogift_01/",0
151,"IPM ESSEN http://www.ipm-essen.de/",0
152,"LEARNTEC 2017 http://www.learntec.de/",0
153,"18th Specialized Exhibition of Construction Materials(OCM2017) http://www.osmexpo.com/",0
154,"20th International Trade Fair Plastics and Rubber(interplastica 2017) http://www.interplastica.de",0
155,"25th International Trade Fair for Processing, Packaging and Printing(UPAKOVKA / UPAK ITALIA 2017) http://upakovka.messe-duesseldorf.de/",0
156,"Colombiatex of the Americas 2017(Colombiatex) http://www.colombiatex.com",0
157,"LEATHER AND SHOES 2017 - 33 International Specialized Exhibition of Shoes, Leather and Fur http://artexpo.ua",0
158,"Northwest Agricultural Show(2017 N.W. Ag Show) http://www.nwagshow.com",0
159,"Liberty Fairs New York http://libertyfairs.com",0
160,"AGROmashEXPO http://www.agromashexpo.hu/",0
161,"Bett 2017 http://www.bettshow.com/",0
162,"28th The Autumn Fair 2017 http://www.theautumnfair.com/",0
163,"Medi-Care Foods Expo 2017 http://www.medicarefoods.com/",0
164,"Integrated Medicine Exhibition & Conference http://www.togo-iryo.jp/",0
165,"Medi-Care Service Expo 2017 http://www.medicarefoods.com/mcs/",0
166,"Trade Fair for Electricity and Information Networks (Verkosto) http://www.verkostomessut.fi/",0
167,"Pitti Filati 80 http://www.pittimmagine.com/en/corporate/fairs/filati.html",0
168,"PrintDoors2017 http://www.kobundo.co.jp/event/printdoors2017/info_pd2017.html",0
169,"New York Boat Show http://www.nyboatshow.com",0
170,"PGA 2017 Merchandise Show(PGA) http://www.pgamerchandiseshow.com",0
171,"FESPO 2017 http://www.fespo.ch",0
172,"18th Indian Metal-cutting Machine Tool Exhibition with International Participation(IMTEX  2017) http://www.imtex.in/",0
173,"Surf Expo http://www.surfexpo.com",0
174,"NADA Convention & Expo 2017(NADA 100) http://convention.nada.org/",0
175,"artgeneve 2017 http://artgeneve.ch/",0
176,"Salao MotoBrasil http://www.salaobikeshow.com.br",0
177,"Arte Fiera 2017 http://www.artefiera.bolognafiere.it/",0
178,"Christmasworld http://www.christmasworld.messefrankfurt.com/",0
179,"HOMI Milano - THE NEW MACEF(HOMI) http://www.homimilano.com/en/participate",0
180,"Jewelers International Showcase (JIS)(JIS Fort Lauderdale January 2017) http://www.jisshow.com",0
181,"Pakistan Mega Leather Show 2017(PMLS 2017) http://www.pakistantanners.org/",0
182,"Edmonton Renovation Show http://www.edmontonrenoshow.com/",0
183,"Creativeworld http://creativeworld.messefrankfurt.com",0
184,"Paperworld 2017 http://paperworld.messefrankfurt.com/",0
185,"INTERNATIONAL TRADE SHOW FOR OPTICS & DESIGN(opti 2017) http://www.opti.de",0
186,"Windy City Gift Show http://www.windycitygiftshow.com/205/windy-city-gift-show-home.htm",0
187,"SPIE BiOS Expo 2017 http://spie.org/x23679.xml",0
188,"International Sweets and Biscuits Fair(ISM) http://www.ism-cologne.de/",0
189,"international supplier fair for the sweets and snacks industry(ProSweets Cologne) http://www.prosweets.de/",0
190,"By Hand Canada's Artisan Gift Show(BY HAND) http://www.byhand.ca/",0
191,"Spring 2017 Toronto Gift Fair https://www.cangift.org/toronto-gift-fair/en/",0
192,"Arab Health 2017 http://www.arabhealthonline.com/",0
193,"Cybertech 2017 http://www.cybertechisrael.com/",0
194,"Automechanika Jeddah 2017 http://automechanikajeddah.com",0
195,"The 22nd International Industrial Trade Fair MVC: Cereals - Mixed Feed - Veterinary - 2017(MVC) http://www.expohleb.breadbusiness.ru/",0
196,"International Production & Processing Expo(IPPE) http://www.ippexpo.org/",0
197,"EVENT JAPAN 2017 http://www.intercross-com.co.jp/event-japan/",0
198,"SPIE Photonics West 2017 Exhibition http://spie.org/photonics-west-exhibition.xml",0
199,"FAIRS OF TASTES http://www.gast.si",0
200,"Milano Unica http://www.milanounica.it",0
201,"Spielwarenmesse 2017 http://www.spielwarenmesse.de/",0
202,"JAPAN INTERNATIONAL FRANCHISE SHOW 2017(FC2017) http://www.fcshow.jp/",0
203,"JUNWEX ST-PETERSBURG 2017 (XXIV International Jewellery Exhibition)(JUNWEX) http://eng.rjexpert.ru/",0
204,"Technical Show Yokohama 2017 (38th Industrial Technology Exhibition) http://www.tech-yokohama.jp/",0
205,"Fastfood & Cafe Stockholm 2017 http://www.easyfairs.com/events_216/fastfood-cafe-restaurangexpo-2017_70053/fastfood-cafe-stockholm-2017_70054/",0
206,"Restaurang EXPO 2017 http://www.easyfairs.com/events_216/fastfood-cafe-restaurangexpo-2017_70053/",0
207,"JUNWEX ST.PETERSBURG 2017 - XXIV International Jewellery Exhibition http://eng.rjexpert.ru/",0
208,"JCK Tucson 2017 http://tucson.jckonline.com/",0
209,"ICES-EXPO 2017 - First International Engineering Services and Consulting Exhibition http://ices-expo.com/en/user/home.php",0
210,"Copenhagen International Fashion Fair(CIFF - FALL/WINTER 2017-18) http://www.ciff.dk",0
211,"International Fashion Jewellery and Accessories Trade Fair(BISUTEX) http://www.ifema.es/bisutex_06/",0
212,"International Gift and Decoration Fair(INTERGIFT ) http://www.ifema.es/intergift_06/",0
213,"Pharmapack 2017 http://www.pharmapackeurope.com/fr",0
214,"Montreal Boat and Water Sports Show(Salon du Bateau ) http://www.salondubateau.com/",0
215,"22nd International Engineering & Technology Fair(IETF 2017) http://www.ietfindia.in/",0
216,"Ota City High Technology and Industrial Skill Exhibition(OTA industrial fair) http://www.pio-ota.jp/k-fair/21/",0
217,"The 21st Earthquake Technology Expo http://www.shinsaiexpo.com/yokohama/",0
218,"9th International Stone Industry Exhibition(INDIA STONEMART 2017) http://www.stonemart-india.com",0
219,"Bauen+Wohnen Salzburg 2017 http://www.bauen-wohnen.co.at/",0
220,"Destinations: The Holiday & Travel Show http://www.destinationsshow.com",0
221,"nternational Exhibition on Foundry Technology, Equipments, Supplies & Services(IFEX 2017) http://ifexindia.com",0
222,"15th Chushikoku Regional Business Fair 2017 http://www.city.hiroshima.lg.jp/keizai/conv/fair/",0
223,"Printpack India 2017 http://www.printpackipama.com/",0
224,"Golf Industry Show http://www.golfindustryshow.com",0
225,"NY NOW http://www.nynow.com/",0
226,"Fishing Show OSAKA 2017 http://www.fishing.or.jp/",0
227,"Batmassan 2017 http://www.batmassan.se/",0
228,"ISPO MUNICH 2017 http://munich.ispo.com/",0
229,"Spring Fair http://www.springfair.com/",0
230,"spoga horse - International Trade Fair for Equestrian Sports http://www.spogahorse.com/spoga-horse-spring/index.php",0
231,"D&A New York - Designers & Agents http://designersandagents.com",0
232,"China International Fishing Tackle Trade Exhibition 2017(China Fish 2017) http://www.chinafishshow.org",0
233,"10th Signature Mumbai IIJS 2017(Signature IIJS 2017) http://www.iijs-signature.org/",0
234,"BioAsia 2017 http://bioasia.in/",0
235,"GEVEL 2017 http://www.gevel-online.nl",0
236,"International Trade Fair: fabrics, trims, accessories(Texworld) http://www.texworld.messefrankfurt.com",0
237,"Apparel Sourcing Paris http://apparelsourcing.fr.messefrankfurt.com/paris/en/visitors/welcome.html",0
238,"10th Tehran International Tourism Exhibition(T.I.T.E 2017) http://www.titexgroup.com/",0
239,"Beautyworld Japan Fukuoka(Beautyworld Japan ) http://www.beautyworldjapan.com/",0
240,"24th INTERNATIONAL EXHIBITION FOR FOOD, BEVERAGES AND FOOD RAW MATERIALS(PRODEXPO 2017) http://www.prod-expo.ru/",0
241,"4th edition of India Gem & Jewellery Machinery Expo(IGJME) http://www.gjepc.org/igjme/",0
242,"Gulf Industry Fair http://www.gulfindustryfair.com",0
243,"EXPO MANUFACTURA 2017 http://www.expomanufactura.com.mx/",0
244,"Aqua Therm Moscow http://www.aquatherm-moscow.ru/",0
245,"Stockholm Furniture & Light Fair 2017 http://www.stockholmfurniturelightfair.se/",0
246,"Medical Design & Manufacturing Expo(MD&M West) http://mdmwest.mddionline.com/",0
247,"AgroFarm 2017 http://www.agrofarm.org/",0
248,"GDS 2017 - Global Destination for Shoes & Accessories http://www.gds-online.com/",0
249,"tag-it! http://www.tag-it-show.com/",0
250,"Premiere Vision Paris http://premierevision.com",0
251,"PLASTEC West 2017 http://plastecwest.plasticstoday.com/",0
252,"Integrated Systems Europe 2017(ISE 2017) http://www.iseurope.org/",0
253,"AQUA-THERM Nitra 2017 http://www.aquatherm-nitra.com/",0
254,"E-world energy & water http://www.e-world-essen.com/",0
255,"International Construction and Architecture Fair(BUDMA 2017) http://www.budma.pl/",0
256,"TB Forum 2017 http://eng.tbforum.ru/",0
257,"Surface Design Show http://www.surfacedesignshow.com",0
258,"ibtm arabia 2017 http://www.gibtm.com/",0
259,"IF Wedding Fashion Izmir 2017 http://ifwedding.izfas.com.tr/#",0
260,"manicolle tokyo Vol.26(manicolle tokyo ) http://manicolle.com/",0
261,"SEMICON Korea 2017 http://www.semiconkorea.org/",0
262,"The 21th Gourmet & Dining Style Show 2017Spring(GDS) http://www.gourmetdiningstyleshow.com/",0
263,"The 83rd TOKYO INTERNATIONAL Gift Show Spring 2017(TIGS) http://www.giftshow.co.jp/",0
264,"Kyiv Fashion 2017 - 32 International Festival of vogue http://www.kyivfashion.kiev.ua/",0
265,"LeadingAge Minnesota https://www.leadingagemn.org/events/institute-expo",0
266,"25th Convergence India 2017 (CI) http://www.convergenceindia.org/",0
267,"FRUIT LOGISTICA 2017 http://www.fruitlogistica.com",0
268,"The Holiday, Cruise, Caravanning and Cycling Exhibition(REISEN HAMBURG 2017) http://reisenhamburg.de/",0
269,"Retromobile 2017 http://www.retromobile.com/",0
270,"Internet of Things India expo 2017(IoT) http://www.iotindiaexpo.com/",0
271,"The 55th International Premium Incentive Show SPRING 2017(IPI) http://www.pishow.com/",0
272,"The Source trade show(The Source) http://www.thesourcetradeshow.co.uk/",0
273,"Aircraft Interiors Middle East(AIME) http://www.aime.aero/",0
274,"page2017 https://www.jagat.or.jp/page",0
275,"India Pharma 2017 http://www.indiapharmaexpo.in/",0
276,"5th Trade Fair for Low-energy, Passive and Zero-energy Buildings(FOR PASIV) http://forpasiv.cz/en/",0
277,"CESTY DREVA - Forest management, wood processing, wooden buildings, constructions and products http://cestydreva.cz/",0
278,"India Medical Device 2017 http://indiamediexpo.in/",0
279,"European Film Market(EFM) https://www.efm-berlinale.de/",0
280,"WIN EURASIA METALWORKING SHOW 2017 http://www.win-metalworking.com/en",0
281,"Salon du Tourisme Mahana Lyon http://www.salonmahana.com/lyon/",0
282,"Ambiente 2017 http://ambiente.messefrankfurt.com/",0
283,"2017 North Atlanta Home Show http://www.atlantahomeshow.com/",0
284,"Osaka Automesse 2017 http://www.automesse.jp/",0
285,"Hauslbauermesse https://www.kaerntnermessen.at/en/fairs/der-hauslbauer.html",0
286,"26th international travel trade fair (Tourest 2017) http://tourest.eu/",0
287,"Helsinki International Boat Show http://www.messukeskus.com/Sites1/Vene/",0
288,"86th Hong Kong Wedding Fair http://wedding-show.com.hk/",0
289,"SVUM 2017 International Trade Show (3rd) http://www.svumshow.com/php/home.php",0
290,"6th International Exhibition for Enterprises, SMEs and Partnership of Yaounde(PROMOTE 2017) http://www.salonpromote.org/",0
291,"Biophysical Society 61st Annual Meeting 2017 http://www.biophysics.org/Meetings/AnnualMeeting/tabid/85/Default.aspx",0
292,"akzente Sindelfingen http://www.cosmetica.de/",0
293,"Belgian Boat Show (the Former Period) http://www.belgianboatshow.be",0
294,"MIPEL http://www.mipel.com",0
295,"54th Brazilian International Gift Fair http://www.laco.com.br",0
296,"theMICAM http://www.themicam.com/",0
297,"INDIASOFT - INDIA IT SHOW 2017 http://www.indiasoft.org/",0
298,"4th Interior Exterior Design Decor Furnishing Expo(idf Oman) http://www.idfoman.com/",0
299,"The International Exhibition for Technologies & Equipment for Industrial Laboratories(ANALIZA) http://www.stier.co.il/ANALIZA/index_en.asp",0
300,"The Exhibition for Industrial & Facility Maintenance(Maintenance) http://www.stier.co.il/MAINTENANCE/index_en.asp",0
301,"Tire Technology Expo 2017 http://www.tiretechnology-expo.com/",0
302,"Machikouba 2017(Made in Katsushika) http://machikouba.jp/",0
303,"Middle East Electricity(MEE) http://www.middleeastelectricity.com",0
304,"Solar Middle East http://www.solarmiddleeast.ae/",0
305,"AfricaBuild Lagos 2017 http://www.africabuild-lagos.com/",0
306,"INTERSTYLE february 2017(INTERSTYLE) http://www.interstyle.jp/",0
307,"SOURCE2017(SOURCE) http://www.interstyle.jp/source.html",0
308,"eCommerce EXPO 2017 Tokyo(ECEXPO) http://www.ecommerceexpo-japan.com/",0
309,"Technology for Marketing Japan 2017(TFM Japan) http://www.tfm-japan.com/",0
310,"Federal Trade Fair for Textile and Light Industry Goods and Equipment(TEXTILLEGPROM) http://www.textilexpo.com/",0
311,"SibBuild 2017 http://sibbuild.com/",0
312,"43rd International Marble and Granite Fair(Vitoria Stone Fair / Marmomacc Latin America) http://www.vitoriastonefair.com.br/",0
313,"nano tech 2017 - The 16th International Nanotechnology Exhibition & Conference(nano tech 2017) http://www.nanotechexpo.jp/",0
314,"24th International Trade Exhibition for Food and Beverage(Anfas Food Product) http://www.anfasfoodproduct.com/",0
315,"Buildex Vancouver 2017(BUILDEX) http://www.buildexvancouver.com/",0
316,"INTERPHEX OSAKA 2017 (3rd Int'l Pharmaceutical R&D and Manufacturing Expo Osaka) http://www.interphex-osaka.jp/",0
317,"3rd Regenerative Medicine Expo & Conference Japan http://www.regenmed.jp/",0
318,"3rd [Hospital + Innovation] Expo Japan http://www.hospital-expo.jp/",0
319,"3rd [Elderly Care + Nursing] Expo Japan - Nursing Care Japan 2017 http://www.nursing-expo.jp/",0
320,"2nd Medical IT Solutions Expo http://www.medical-it.jp/",0
321,"8th International Water Solution Exhibition(InterAqua 2017) http://www.interaqua.jp/",0
322,"SATTE 2017 - South Asia's Leading Travel Show http://www.satte.in/",0
323,"ISPO BEIJING 2017 http://www.ispo.com/beijing",0
324,"17th China (Shanghai) International Optics Fair(SIOF 2017) http://www.siof.cn/",0
325,"The 14th China International Automotive Aftermarket Industry and Tuning (Shenzhen) Trade Fair 2017(AAITF 2017) http://www.aaitf.org/",0
326,"African Fine Coffee Conference & Exhibition http://afca.coffee/conference/",0
327,"Converting Technology Exhibition 2017 - Prototype and Contracted Manufacturing Exhibition http://www.convertechexpo.com/",0
328,"Converting Technology Exhibition 2017 - Advanced Printing technology Exhibition http://www.convertechexpo.com/",0
329,"Converting Technology Exhibition 2017 - Convertech JAPAN http://convertechexpo.com/",0
330,"Tokyo Health Industry Show 2017 http://www.this.ne.jp/",0
331,"7th Medical Device Development Expo Osaka(MEDIX Osaka) http://www.medix-kansai.jp/",0
332,"The 12th Bangladesh International Plastic, Packaging and Printing Industrial Fair(IPF 2017) http://www.bangla-expo.com/IPF/",0
333,"Export Home 2017 http://www.exporthome.exponor.pt/",0
334,"InterDecoracao http://www.interdecoracao.exponor.pt",0
335,"Supermarket Trade Show 2017(SMTS2017) http://www.smts.jp/",0
336,"1st Cloud Computing Expo Osaka(CLOUD JAPAN Osaka) http://www.cloud-japan.jp/kansai/",0
337,"1st Information Security Expo Osaka(IST Osaka) http://www.ist-expo.jp/kansai/",0
338,"1st Web & Digital Marketing Expo Osaka(Web-Mo Osaka) http://www.web-mo.jp/kansai/",0
339,"1st IoT/M2M Expo Osaka http://www.m2m-expo.jp/kansai/",0
340,"1st Mobile Solutions Expo Osaka(MOBIX Osaka) http://www.smart-japan.jp/kansai/",0
341,"1st Embedded Systems Expo Osaka(ESEC) http://www.esec.jp/kansai/",0
342,"Japan IT Week Osaka 2017 http://www.japan-it.jp/kansai/",0
343,"2nd Renewable Energy Global Investors Meet & Expo (RE-INVEST 2017) http://www.re-invest.in/",0
344,"ASTEC 2017  Advanced Surface Technology Exhibition & Conference http://www.astecexpo.jp/",0
345,"3D Printing 2017 Additive Manufacturing Technology Exhibition(3D Printing 2017) http://www.3dprintingexpo.jp/",0
346,"SURTECH2017 http://www.surtech.jp/",0
347,"Converting Technology Exhibition 2017 -  neo functional material http://convertechexpo.com/",0
348,"Vivaness 2017 http://www.vivaness.de/en/",0
349,"ENEX 2017 / Smart Energy Japan 2017 / Energy Supply & Service Showcase http://www.low-cf.jp/",0
350,"ANFAS FoodProduct(FP) http://anfasfoodproduct.com",0
