dataId,query
98,NAB - National Association of Broadcasters Annual Convention and International Exposition
99,NAHB International Builders' Show
100,NAMA ONESHOW
101,National Industrial Fastener & Mill Supply Expo
102,NHS - National Hardware Show with Lawn & Garden World
103,Pack Expo
104,PGA Expo (fall)
105,POWER-GEN International - The Global Power Generation Exhibition & Conference
106,SEMA Show - Speciality Equipment Market Association/Auto InternationalSEMA
107,Mega Show Part 1 - Hong Kong Gifts Premium & Household Products Show & International Toys & Gifts Show
108,"Mega Show Part 2 - Gifts, Decor & Home Show and Office & Stationery"
109,Natural & Organic Products Asia 
110,September Asia's Fashion Jewellery & Accessories Fair
111,Sports Source Asia - International Sourcing Fair for Sports Equipment and Sports Apparel
112,"The Kingpins Show, Hongkong"
113,Vinexpo Asia-Pacific 
114,Vitafoods Asia - The global nutraceutical event
115,ANDEAN GAMING TRADE SHOW (FADJA)
116,"Colombiaplast Expoempaque - Plastics, Rubber and Petrochemical International Trade Fair & Packaging International Trade Fair"
117,FERIA M&M TECNOLOGICA E INDUSTRIAL
118,LAAE - LATIN AMERICAN AMUSEMENT EXPO
119,TecnoMultimedia InfoComm - Colombia
120,COLOMBIAMODA - Fashion Fair
121,International Motorcycle Show in Colombia - Feria de Las 2 Ruedas Colombia
122,AFRO PACKAGING
123,Agrena - International Exhibition for the Administration & Production of Poultry & Livestock
124,AUTOEMCH-FORMULA - Cairo International Motor Show
125,CAIRO ICT
126,CARIO BUILD - International Building and Construction Exhibition
127,ELECTRICX - The Middle East & Africa Power & Energy Exhibition
128,"ITCE - Pan-Arab African Exhibition for Textile, Embroidery and Sewing Machinery, Accessories and Finished Products"
129,"MACTECH - International Exhibition for Machine Tools, Hand Tools, Welding & Cutting Equipment"
130,PLASTEX - International Plactics Exhibition
131,ONS
132,ARCHITECT EXPO
133,Asia Pacific Coatings Show (Thailand) ()
134,Asian Paper 
135,Assembly Technology - International Integrated Manufacturing Technology Exhibition
136,Automechanika Thailand
137,Automotive Manufacturing - Asean Machinery Expo for Automotive Parts Manufacturing
138,Bangkok Bike
139,BEYOND BEAUTY ASEAN �V BANGKOK
140,BIG+BIH - Bangkok International Gifts & Housewares Fair
141,BIL - Bangkok International Leather Fair
142,Book Expo Thailand 
143,Commart Thailand
144,"COSMEX - ASEAN's Only Exhibition on Cosmetic Manufacturing, Processing Technologies, packaging, Labeling and Contract Manufacturing Serives"
145,CosmoBeaute Thailand
146,E & E - Bangkok Electric and Electronics Exhibition
147,EcoLightTech Asia - International Tradeshow for Green Technologies & Innovations in Lighting
148,Fastener Fair Thailand - International Exhibiton for Fastener and Fixing Technology
149,"Food & Hotel Thailand (FHT) - International Food, Drinks, Hotel, Catering, Bakery & Franchising Exhibition"
150,FOOD PACK ASIA - Food Processing and Packaging
151,GBR EXPO ASIA - GREEN BUILDING & RETROFITS EXPO ASIA (International Exhibition & Conference on Green Building & Retrofits)
152,GEMS - Bangkok Gems & Jewelry Fair (Autumn)
153,GEMS - Bangkok Gems & Jewelry Fair (Spring)
154,GFT -Garment and Textile Manufacturing Industries
155,Horti Asia - International Tradeshow for Horticultural and Floricultural Production and Processing Technology
156,IMPACT - HVACR
157,In-Cosmetics Asia - Personal Care Ingredients Exhibition
158,"Industrial Components & Subcontracting - International Industrial Parts, Components, Equipment and Solutions Trade Exhibition"
159,"INTERMACH - International Exhibition of Metalworking, Machine Tools & Industrial Machinery"
160,"Intermold Thailand - International Mould, Die & Metalworking Technology Exhibition"
161,InterPlas Thailand - International Plastics & Rubber Trade Exhibition and Symposium(INTERPLAS THAILAND)
162,IRC - International Rice Congress
163,ISRMAX ASIA
164,LED Expo Thailand - Thailand International Exhibition on LED Lighting Products & Technology
165,MANUFACTURING EXPO
166,Medical Asia Thailand (Incorporating with Pharma Asia & Hospital Construction Asia ) 
167,"MEDICAL FAIR THAILAND - International Hospital, Pharmaceutical & Medical & Rehabilitation Equipment & Supplies Exhibition"
168,Metalex - International Machine Tools and Metalworking Machinery Trade Exhibition for AsiaMETALEX
169,NEPCON THAILAND
170,Oil & Gas Thailand
171,"PALME Thailand - Thailand's International Exhibition for Pro Audio, Lighting, AV, Broadcast, Systems Integration and Installation Technologies"
172,PHARMEX ASIA
173,"ProPak Asia - International Processing, Filling and Packaging Technology Event for Asia"
174,"PUMPS & VALVES - Specialized Pumps, Valves and Fitting Hardware Trade Exhibition"
175,"RHVAC - Bangkok Refrigeration, Heating, Ventilation, and Air-Conditioning Exhibition"
176,Rubber Technology Expo - International Exhibition on Rubber & Tire Technology
177,Scientific Meeting and Dental Trade Exhibition 
178,"Secutech ASEAN - International Trade Fair Security, Fire and Safety"
179,Secutech Thailand - International Trade Fair for Security and Safety
180,SIGN ASIA EXPO
181,SUBCON THAILAND 
182,TAPA - Thailand Auto Parts & Accessories
183,"THAIFEX - World of food ASIA - Int. Trade Exhibition covering Food & Beverages, feat. Halal & Organic Food, Food Catering, Food Technology, Hospitality Service and Retail & Franchis"
184,"THAILAND LAB - Thailand��s International Trade Exhibition and Conference on Laboratory, Scientific Equipment and Technology"
185,The Bangkok International Book Fair
186,TIPREX - International Plastics and Rubber Exhibition for the Indochina Region//PACK PRINT&TIPREX
187,TUNA BANGKOK - INFOFISH WORLD TUNA TRADE CONFERENCE & EXHIBITION
188,Victam Asia
189,VIV ASIA - International Trade Show Intensive Animal Production
190,APOA / RCOST - THAILAND
191,AQUA Ukraine - International Water Forum
192,Automechanika Kiev
193,InterAGRO - Internationale Landwirtschaftsausstellung
194,InterCHARM Ukraine - International Perfumery & Cosmetics Exhibition
195,"International exhibition and conference in Broadcast, Digital Technologies & Content (EEBC)"
196,"INTERTOOL - International Exhibition for Hardware, Tools and DIY"
197,KievBuild (Building Week Ukraine) - International Building and Interior Construction Exhibition
198,"SHOT SHOW - Shooting, Hunting, Outdoor Trade Show and Conference"
199,Strategies in Light USA 
200,Super Mobility Week
201,SuperZoo - Annual Pet Industry Trade Show
202,SupplySide West
203,Surfaces - Floor Covering Show
204,"The Travel Goods Show - The International Travelgoods, Leather and Accessories Show"
205,The WSA Show - The Global Footwear & Accessories Marketplace()
206,Vision Expo West - International Vision Exposition and Conference
207,World of Concrete - International Exhibition and Conference on Construction
208,WQA Aquatech USA 
209,Foxwoods Tabletop Show
210,NRF LOSS PREVENTION CONFERENCE & EXPO
211,World Tea Expo
212,ANIMEEXPO AX
213,ATA - Annual Telemedicine Meeting & Trade Show
214,"Cine Gear Expo - Film, Video and Digital Media Expo"
215,COMIKAZE
216,"IHRSA -The International Health, Racquet & Sportsclub Association`s Annual International Convention & Trade Show"
217,OFC - Optical Fiber Communications Conference
218,SKECHERS USA VENDOR FAIR
219,SoCal Materials Show
220,SoCal Materials Show (July)
221,Westec
222,"GIE+EXPO - The Green Industry and Equipment Expo - International Lawn, Garden & Power Equipment Exposition"
223,MATS - Mid-America Trucking Show
224,The International Boatbuilders' Exhibition and Conference (IBEX)
225,FIME - International Medical Exposition
226,Ambiente - International Frankfurter Messe
227,Christmasworld - Internationale Frankfurter Messe
228,Euro ID + ID World - International Exhibition and Conference for Identification
229,Formnext-International exhibition and conference on additive technologies and tool making
230,Frankfurter Buchmesse - Frankfurt Book Fair
231,Heimtextil - International Trade Fair for Home and Contract Textiles
232,"ISH - The World's Leading Trade Fair. The Bathroom Experience, Building, Energy, Air-conditioning Technology, Renewable Energies"
233,"Musikmesse - The International Fair for Musical Instruments, Sheet Music, Music Production and Music Business Connections"
234,Paperworld - Internationale Frankfurter Messe
235,Prolight + Sound - The International Fair for Technologies and Services for Events and Entertainment
236,"Techtextil - International Trade Fair for Technical Textiles and Nonwovens - and Material Vision - Materials for Product Development, Design and ArchitectureTechtextil"
237,Tendence
238,Texprocess Frankfurt
239,Viscom Frankfurt - International trade fair for visual communication
240,Fakuma - The International Trade Fair for Plastics Processing
241,"INTERSCHUTZ - International Exhibition for Rescue, Fire Prevention, Disaster Relief, Safety and Security"
242,BIOTECHNICA - Europe`s No.1 Event for Biotechnology and Life the Sciences
243,ComVac / HANNOVER MESSE - Leading Trade Fair for Compressed Air and Vacuum Technology
244,EMO - The World of MetalworkingEMO
245,eroFame-The International b2b Trade Fair for the Erotic Industry
246,"Gulfood - Gulf Food, Hotel and Equipment Exhibition and Salon Culinaire (Feb.)"
247,"Gulfood - Gulf Food, Hotel and Equipment Exhibition and Salon Culinaire"
248,"Gulfood Manufacturing - Ingredients, Processing & Packaging, Food Logistics (Nov.)"
249,Hardware + Tools Middle East
250,"Hotel Show - Equipment, Technology & Services for the Middle East Hospitality Industry (Hotels)"
251,IATF - International Autumn Trade Fair
252,ICJR - International Congress for Joint Reconstruction-Middle East
253,INDEX/InRetail - International Design Exhibition
254,InfoComm MEA
255,"Intersec - International Exhibition for Commercial Security, Police and Homeland Security, Fire & Safety & Health"
256,IWS - International Water Summit
257,"Light Middle East - The International Trade Fair - Urban, Architectural and Retail Lighting Solutions/LED/"
258,MEMBS - Middle East Molecular Biology Society
259,Middle East Coatings Show (Dubai)
260,Middle East Electricity
261,"Mother, Baby & Child Show"
262,Paperworld Middle East
263,PLME - Private Label Middle East - Private Label and Contract Manufacturing Exhibition for the Middle East
264,SIGN & GRAPHIC IMAGING MIDDLE EAST - Ausstellung fur Schilder und Flaggen
265,"Sweet & SnackTec Middle East - International Exhibition for processing, manufacturing and packaging for the Sweet & Confectionery, Bakery & Snack Industry()"
266,THE BIG 5 SHOW - International Building & Construction Show
267,Vision-X (Optical Middle East) - Optical & Ophthalmatic Exhibition and Conference
268,WETEX - Water & Energy Technology and Environment Exhibition/
269,Woodshow - Dubai International Wood & Wood Machinery Show
270,Plastivision Arabia - International Plastics Exhibition & Conference
271,SteelFab
272,GITEX Technology Week - Gulf Information and Telecommunication Technology Exhibition
273,Argenplas
274,Automechanika Buenos Aires
275,"ExpoMedical - International Show for Products, Equipment and Services for the Healthcare Sector"
276,"FIMAQH-International Trade Fair for Machine Tools, Capital Goods and Services for Production"
277,EXPOAGRO - International Agricultural Exhibition
278,"IMTEX Oman - International Machinery, Tools & Equipments Exhibition"
279,OGWA - SPE EOR Conference
280,"The BIG Show - Builders International Gathering (former Interiors & Buildex) - International Exhibition of Building Materials, Construction Equipment and Interior Furnishings"
281,EQUIP AUTO
282,FIA - International Fair of Algiers
283,MAGHREB PHARMA Expo
284,"plast alger - International Plastics, Rubber and Composites Trade Fair (Algiers)"
285,printpack alger -International Printing and Packaging Technology Exhibition
286,"Interfood & Drink - International Specialized Exhibition for Food, Drinks, Packaging and Equipment"
287,ExpoDrev Russia
288,AgroTech Russia (within Golden Autumn) - International Exhibition for Agricultural Machinery
289,Amusement Rides and Entertainment Equipment RAAPA EXPO
290,AOIP -All-over-IP  CCTV PRO SHOW
291,APTEKA MOSCOW - International Medical and Pharmaceutical Business Forum
292,"AQUA-THERM/World of Water & Spa - International Specialized Exhibition on Air Conditioning, Heating and Cooling"
293,ARMS & Hunting - International Exhibition ARMS & Hunting
294,Automechanika Moscow powered by MIMS
295,BIOT - Safety and Protection of Labour
296,Consumer Electronics & Photo Expo
297,CONSUMEXPO - International Consumer Goods Fair (Spring)
298,CONSUMEXPO - International Exhibition For Consumer Goods (AUTUMN)
299,"CSTB (formerly BROADBAND COMMUNI.-CABLE&SATELLITE) - Cable & Satellite, TV & Radio Broadcasting, Broadband"
300,CTT - International Show of Construction Equipment and Technologies
301,DENTAL EXPO - Dental Expo and Congress
302,ECWATECH
303,ELEKTRO - Exhibition of Electronical Equipment and Power Transmission Lines
304,EXPO ELECTRONICA - International Trade Fair for the Electronic Components and Production Equipment Industry
305,Fastener Fair Russia
306,FASTTEC-International Trade Exhibition of Fasteners
307,Garden Tool - International Exhibition for Garden Tools and Equipment
308,GARDEROBE - Fashion Accessories Show Russia
309,GIFTS EXPO (Autumn) ()
310,GIFTS EXPO (Spring) ()
311,Hardware & Tools - Buildex (Part of MosBuild) - Moscow International Building and Construction Exhibition
312,"Heimtextil Russia - International Trade Fair for Home Textiles, Floor Coverings and Interior Furnishings"
313,Holzhaus/Wooden House-Building (Autumn)
314,Holzhaus/Wooden House-Building (Spring)
315,"HouseHold Expo - International specialised exhibition on dinnerware, housewares and interior decoration"
316,"Innovations. Remote Services, Cards and Payments International Forum"
317,Integration.Life.Society- International Trade and Event Fair with Congress
318,Interauto
319,InterCHARM Moscow - International Trade Fair for Cosmetics and Perfumery
320,INTERCHARM professional - International beauty fair for professional cosmetics and beauty salon equipment
321,INTERLIGHT MOSCOW powered by Light+Building - International Trade Fair for Decorative and Technical Lighting
322,INTERPLASTICA - International Trade Fair for Plastics and Rubber
323,Interpolitex - International Forum for Means of State Security
324,ISR Integrated Systems Russia - Professional AV and Electronic Systems Integration Exhibition
325,ISSE - Integrated Safety and Security Exhibition
326,"LESDREVMASH - International Exhibition for Machinery, Equipment, Fittings, Tools and Instruments for The Woodworking, Furniture, Timber, Pulp and Paper Industries"
327,MASHEX (MASHINOSTROYENIE) - International Exhibition for Machinery Products
328,"MDA RUSSIA (ITFM) - International Trade Fair for Motion, Drive and Automation"
329,MEBEL - Exhibition for Furniture Fittings and Upholstery
330,Metal Expo - International Industrial Exhibition
331,METALLOOBRABOTKA - International Exhibition on Metalworking Equipment and Supply
332,MIMP - Moto Park - Moscow International Motor-Park
333,"MIPS - International Protection, Security & Fire-Fighting Exhibition"
334,"MITEX - Moscow International Trade Fair of Tools, Equipment and Technology"
335,Mosbuild - Building & Interiors
336,Mosbuild -Lighting & Electrics Exhibition 
337,Moscow International Plastics Industry Show
338,NAMM Musikmesse Russia
339,New Electronics
340,"PCV Expo - International Forum of Pumps, Compressors and Valves"
341,PharmTech/CosmoTech - International Trade Fair of Pharmaceutical and Cosmetic Manufacturing
342,RosMould/RosPlast - International Mould Making and Technologies Exhibition and Instrumental Summit/ International Plastics Exhibition
343,ROSUPACK - International Packaging Industry Trade Fair
344,SPORTSHOW (SPORTS CLUB) - International Specialized Exhibition
345,"STL - SKLAD-TRANSPORT-LOGISTIKA - International Material Handling, Storage, Transportation and Distribution Exhibition"
346,"SVIAZ/Expo Comm Moscow - International Exhibition for Telecommunications, Navigation Equipment, Control Systems and Information Technologies and Conference"
347,Textillegprom - Federal Trade Fair for Textile and Light Industry Goods and Equipment (Autumn)
348,THE WORLD OF CHILDHOOD/MIR DETSTVA - International Exhibition of Goods and Services for Children and Teenagers
349,"Tires & Rubber - Int. Specialised Exhibition of Tires, Technical Rubber Products and Resins"
350,Toys & Kids Russia - International Trade Fair for our Children's World
351,"UPAKOVKA / UPAK ITALIA - Int. Trade Fair for Packaging Machinery, Packaging Production and Packaging Material"
352,VELO PARK - Moscow International Bicycle Trade Show
353,wire Russia - The International Wire and Cable Trade Fair in Russia
354,WorldFood Moscow - International Food & Beverage Exhibition
355,"ZDRAVOOKHRANENIYE - International Trade Fair for Healthcare, Medical Engineering"
356,MosBuild - CERSANEX
357,PLASTEX SIBERIA - International Exhibition for Plastics and Rubber
358,CPhI Russia
359,ICCX Russia - International Concrete Conferences & Exhibition
360,International Scientific Congress Operative gynecology - Advanced Technologies
361,PAP-FOR RUSSIA
362,PETERFOOD - Trade Exhibition for Food and Food Industries
363,Sfitex - St. Petersburg International Security & Fire Exhibition
364,"AfricaCom - The Leading Pan-African Event for Mobile, Broadband & Satellite Communications"
365,AFRICAN UTILITY WEEK
366,Africa Health
367,"AFRIWATER - South Africa's International Water, Waste & Environmental Exhibition"
368,"Bauma Africa - International Trade Fair for Construction Machinery, Building Meterial Machines, Mining Machines and Construction Vehicles"
369,China Sourcing Fair: Electronics (Johannesburg) ()
370,China Sourcing Fair: Gifts & Premiums  (Johannesburg) ()
371,electra mining africa
372,ENERGY INDABA - Solutions for Africa
373,IFSEC South Africa SECUREX - International Security Exhibition and Conference
374,INTERBUILD AFRICA - The Building Services And Construction Exhibition
375,"PRO-PACK & PRO-PLAS - The Plastic, Machinery & Materials Exhibition"
376,SAITEX - Southern African International Trade Exhibition for Retail Products
377,South African Automotive Week
378,"PROPAK CAPE - Packaging, Processing, Printing and Plastics Expo"
379,FoodExpo Kazakhstan (Part of FoodWeek Kazakhstan) - International Food & Food Equipment Exhibition in the Republic of Kazakhstan
380,"Furniture & Interior, Architecture & Design, Timber & Woodworking"
381,KAZBUILD/Interiors Kazakhstan - International Construction Exhibition & Conference
382,KazUpack
383,KIOGE - Kazakhstan International Oil & Gas Exhibition & Conference
384,Plastex Central Asia - Fachmesse fur Kunststoffe und Kautschuk
385,HUS EXPO - Housing Utility Sector
386,KADEX - Kazakhstan Defense Expo
387,WORLDDIDAC Astana - International exhibition of technologies and supplies for education and professional training
388,Atyrau Oil & Gas
389,"AGRILIVESTOCK - CAMBODIA INTERNATIONAL AGRICULTURE, FEED & LIVESTOCK SHOW"
390,Cam Security & Fire - CAMBODIA��S No.1 INTERNATIONAL SECURITY & FIRE PROTECTION SHOW
391,"CAMAUTO - International Autoparts, Accessories, Service and Repair Equipment Exhibition"
392,CAMBODIA AUTO PARTS & ACCESSORIES
393,Cambodia International Agriculture Techniques Exhibition
394,LIGNA HANNOVER - World Fair for the Forestry and Wood Industries(LIGNA)
395,PROMOTION WORLD - International Trade Fair for Promotional Products and Incentives
396,CCE International Corrugated & Carton Exhibition
397,iba (Munich) 
398,ICE Europe International converting exhibition
399,"inter airport EUROPE - International Exhibition for Airport Equipment, Technology, Design and Services"
400,JMA-Hong Kong International Jewelry Manufacturers' Show
401,Automechanika Istanbul
402,AYSAF - International Footwear Industry Suppliers Fair (Autumn)
403,AYSAF - International Footwear Industry Suppliers Fair (Spring)
404,"BeautyEurasia- International Exhibition for Cosmetics, Beauty, Hair"
405,"BORU - Istanbul Tube, Pipes and Fittings Fair"
406,CBME Turkey - International Children Baby Maternity Industry Expo (Istanbul)
407,CeBIT Bilisim Eurasia
408,ELECTRONIST
409,Eurasia Expo Tool - Power & Hand Tools Trade Fair
410,"Eurasia MOTO BIKE - Motorcycle, Bicycle and Accessories Exhibition "
411,Eurasia Packaging Istanbul - Packaging Industry Fair
412,"EXPOMED - International Fair for Health Care, Hospital Supplies, Medical and Laboratory Equipment and Rehabilitation Aids"
413,Fastener Fair Turkey
414,IDEF - International Defence industry Fair
415,IMOB - Istanbul Furniture Fair
416,"INTERMOB - Furniture Side Industry, Accessories, Forestry Products and Wood Technology Fair"
417,Intertraffic Istanbul
418,"ISAF Istanbul - Istanbul Fair for Security, Fire, Emergency and Search-Rescue/"
419,ISTANBUL RUBBER INDUSTRY FAIR
420,"Istanbul Window - INTERNATIONAL WINDOW & WINDOW SHADE SYSTEMS, PROFILE, PRODUCTION TECHNOLOGIES AND MACHINERY, ACCESSORIES, RAW MATERIALS AND AUXILIARY PRODUCTS FAIR"
421,"LED&LED Lighting - LED Systems, Technologies, Applications and LED Lighting Exhibition"
422,"OTOMOTIV - International Automotive Supply Industry, Components, Accessories & Services Equipment Exhibition"
423,Plast Eurasia Istanbul - International Istanbul Plastic Industries Fair
424,REW Istanbul - International Waste Management and Recycling Fair
425,"TEXPO EURASIA (ITM) -Textile, Woven, Yarn, Finishing, Knitting, Hosiery Machines, Side Industries and Chemicals Fair"
426,Texworld Istanbul- Autumn
427,Texworld Istanbul- Spring
428,"TurkeyBuild - International Building, Construction Materials and Technologies Trade Show"
429,"UNICERA (KITCHEN) - Kitchen, Bathroom and Built-in Appliances Fair"
430,VIV Turkey - International Poultry Trade Fair
431,"WIN World of Industry Part II - International Trade Fair for Automation, Electrotechnology, Hydraulics & Pneumatics"
432,Yapi Fuari - Turkey Build Istanbul
433,"Zuchex - International Housewares & Gift, Electrical Appliances Fair"
434,"International exhibition ""Turkmen Construction And Scientific Conference ""Development Of Construction Industry Of Turkmenistan"""
435,"AMR - Auto Maintenance & Repair - The China International Trade Fair for Auto Maintenance Technology and Equipment, Auto Parts and Accessories"
436,ATC Show - All in Tuning and Caravaning Show
437,B I Jewel - Beijing (Fall) International Jewellery Fair()
438,BCEIA - Beijing Conference and Exhibition on Instrumental Analysis
439,Beijing Beautyey Expo (Spring)()
440,Beijing Beautyey Expo()
441,BICES - International Construction Machinery Exhibition and Seminar   
442,"BIRTV - Beijing International Radio, TV & Film Equipment Exhibition"
443,Build+Decor - China International Building Decorations and Building Materials Exposition 
444,Cafe Show China
445,CCBN - China Content Broadcasting Network Expo    
446,CHF-China International Professional Horse Sports & Leisure Industries Exhibition
447,China (Beijing) International Glass Industry Expo()
448,"China Beijing International Gifts, Premium & Houseware Exhibition (March)(3)"
449,CHINA FIRE -International Fire Protection Equipment Technology Conference and Exposition
450,CHINA GLASS - China International Glass Industrial Technical Exhibition
451,China International Bakery Exhibition
452,China International Foundry Expo (Metal China)
453,China International Jewellery Fair (CIJF) - International Jewellery Fair
454,China International Lubricants and Technology Exhibition
455,China International Modern Agricultural Exhibition
456,China International Tea and Tea Ceremony Exhibition
457,China International Tea and Tea Ceremony Exhibition
458,CHINA LIGHTING EXPO
459,CIAACE - China International Auto Accessories Commercial Expo  
460,CIEPEC - China International Environmental Protection Exhibition and Conference
461,CIHIE - China (Beijing) International Nutrition And Health Industry Expo()
462,CIMT - China International Machine Tool Exhibition
463,CIOF - China International Optics Fair
464,CIOGE - China (Beijing) International Organic and Green Food Expo
465,CIPPE - China International Petroleum & Petrochemical Technology & Equipment Exhibition
466,CIPTC - China International Power Transmission and Automatic Control()
467,CISILE - China International Scientific Instrument and Laboratory Equipment Exhibition
468,CMEH - China (Beijing) Medical Devices Exhibition()
469,DRT Show - Diving Resort Travel Expo (Beijing) 
470,"Fenestration China - International Exhibition on Windows, Doors, Skylights and Curtain Wall Technology, Components, and Prefabricated Units"
471,Functional Food - China International Nutraceutical and Functional Food Summit & Technical Expertise Exhibition
472,"ILOPE - International Lasers, Optoelectronics and Photonics Exhibition"
473,InfoComm China
474,International Cultural & Creative Industry Expo
475,International Tea Expo()
476,"Ispo China - International Trade Show for Brands in Sports, Fashion and Lifestyle in Asia"
477,Macworld Asia (Beijing)
478,"MICF - Mother , Infant , Child Products Fair (Beijing)"
479,"PALM EXPO (former CALM EXPO) - International Exhibition of Pro Audio, Light, Music and Technology"
480,"Sino Dental - International Exhibition on Dental Equipment, Technology and Materials   "
481,SNACKEX ASIA-China Snack Food()
482,WATER EXPO CHINA - Water Management Exhibition
483,Yarn Expo Spring - China International Trade Fair for Fibres and Yarns
484,"China (Changchun) International Tea Industry Expo & Purple-clay Pottery, Chinaware, Tea Articles Exhibition()()"
485,Northeast Asia International Commodities Fair
486,CAPAS
487,CFE - China Food Expo (Chengdu)()
488,Chengdu Beauty Expo - 
489,China International Hardware Show For West China()
490,The National Sugar and Alcoholic Commodities Trade Fair (March)()
491,WCIF-The Western China International Fair 
492,WCIIF - Western China ( Sichuan ) Import Expo & International Investment Fair()
493,West China International Oral Cavity Equipment and Materials Exhibition & Oral Medicine Conference()
494,CMEF Autumn - China Medical Equipment Fair
