"showId","text"
42,"TOKYO AUTO SALON 2013 with NAPAC http://www.tokyoautosalon.jp/"
42,"TOKYO AUTO SALON 2014 with NAPAC http://www.tokyoautosalon.jp/"
42,"TOKYO AUTO SALON 2015 with NAPAC http://www.tokyoautosalon.jp/"
42,"TOKYO AUTO SALON 2016 http://www.tokyoautosalon.jp/"
42,"TOKYO AUTO SALON 2017 http://www.tokyoautosalon.jp/"
43,"DOMOTEX HANNOVER 2014 - The leading Trade Fair for Floor Coverings(DOMOTEX  ) http://www.domotex.de/"
43,"DOMOTEX 2015 http://www.domotex.de/home"
43,"DOMOTEX 2017 http://www.domotex.de/home"
44,"77th Expo Riva Schuh :International shoe Fair(Expo Riva Schuh) http://www.exporivaschuh.it"
44,"79th Expo Riva Schuh :International shoe Fair(Expo Riva Schuh) http://www.exporivaschuh.it"
44,"Expo Riva Schuh :International shoe Fair(Expo Riva Schuh) http://www.exporivaschuh.it"
44,"Expo Riva Schuh International shoe Fair(Expo Riva Schuh) http://www.exporivaschuh.it"
44,"International shoe Fair(Expo Riva Schuh) http://www.exporivaschuh.it"
44,"Expo Riva Schuh - International shoe Fair http://www.exporivaschuh.it"
45,"bouw & reno http://www.bouwreno.be/"
45,"bouw & reno http://www.bouwreno.be/"
45,"bouw & reno http://www.bouwreno.be/"
46,"7th Exhibition of  Interior Design , Architecture ,Modern House(Midex 2017) http://midex.ir/"
47,"Hotel and Catering Exhibition Nuernberg(HOGA Nuernberg) http://www.hoga.afag.de"
47,"HOGA Nuernberg http://www.hoga-messe.de/home.html"
48,"Top Drawer London Spring/Summer http://www.topdrawer.co.uk/"
48,"Top Drawer, Home & CRAFT Spring 2016 http://www.topdrawer.co.uk/"
48,"Top Drawer Spring http://www.topdrawer.co.uk/"
49,"Couromoda 2014 - 41st International Shoes, Sportsgoods and Leathergoods Fair (Couromoda 2014) http://www.couromoda.com/"
49,"COUROMODA 2015 - 42nd International Shoe, Leather Goods and Accessories Fair(COUROMODA) http://www.couromoda.com"
49,"43rd International Shoe, Leather Goods and Accessories Fair(COUROMODA 2016) http://www.couromoda.com"
49,"44th International Shoe, Leather Goods and Accessories Fair(COUROMODA 2017) http://www.couromoda.com"
50,"Giving & Living: The Premier Gift & Home Coast & Tourism Trade Show(Giving & Living  ) http://www.givingliving.co.uk/"
50,"Giving & Living http://www.givingliving.co.uk/"
50,"Giving & Living http://www.givingliving.co.uk/"
50,"Giving & Living http://www.givingliving.co.uk/"
50,"Giving & Living http://www.givingliving.co.uk/"
50,"Giving & Living http://www.givingliving.co.uk/"
51,"International Trade Fair for Architecture, Materials and Systems(BAU 2015) http://www.bau-muenchen.com"
51,"BAU 2017 - World's Leading Trade Fair for Architecture, Materials and Systems http://www.bau-muenchen.com"
52,"The International Furnishing Show - imm cologne(imm cologne) http://www.imm-cologne.com/"
52,"imm cologne - The international furnishing show(imm cologne) http://www.imm-cologne.com/"
52,"imm cologne http://www.imm-cologne.com/"
52,"imm cologne 2016 http://www.imm-cologne.com/"
52,"imm cologne 2017 http://www.imm-cologne.com/"
53,"World Future Energy Summit 2012(WFES2012) http://www.worldfutureenergysummit.com"
53,"World Future Energy Summit 2013(WFES2013) http://www.worldfutureenergysummit.com"
53,"World Future Energy Summit 2014(WFES 2014) http://www.worldfutureenergysummit.com/"
53,"World Future Energy Summit 2015(WFES 2015) http://www.worldfutureenergysummit.com/"
53,"World Future Energy Summit 2016(WFES 2016) http://www.worldfutureenergysummit.com/"
53,"World Future Energy Summit 2017(WFES 2017) http://www.worldfutureenergysummit.com/"
54,"International Water Summit 2013(IWS2013) http://www.internationalwatersummit.com"
54,"International Water Summit 2014(IWS2014) http://www.internationalwatersummit.com"
54,"International Water Summit 2015(IWS2015) http://iwsabudhabi.com/"
54,"International Water Summit 2016(IWS 2016) http://iwsabudhabi.com/"
54,"International Water Summit 2017(IWS 2017) http://iwsabudhabi.com/"
55,"EcoWASTE 2015 http://ecowaste.ae/Default.aspx"
55,"EcoWASTE 2016 http://ecowaste.ae/Default.aspx"
55,"EcoWASTE 2017 http://ecowaste.ae/Default.aspx"
56,"Salon International de la Haute Horlogerie(SIHH) http://www.sihh.org"
56,"Salon International de la Haute Horlogerie(SIHH 2016) http://www.sihh.org"
56,"Salon International de la Haute Horlogerie(SIHH 2017) http://www.sihh.org"
57,"SteelFab 2014(SF) http://www.steelfabme.com/default.htm"
57,"The 11th SteelFab 2015 http://www.steelfabme.com/default.htm"
57,"The 12th SteelFab 2016 http://www.steelfabme.com/default.htm"
57,"The 13th SteelFab 2017 http://www.steelfabme.com/default.htm"
58,"Souvenir Show 2013 Spring(Souvenir Show ) http://www.kankoubussan.jp"
58,"Souvenir Show 2014 Spring(Souvenir Show ) http://www.kankoubussan.jp"
58,"Souvenir Show 2015 Spring(Souvenir Show ) http://www.kankoubussan.jp"
58,"Souvenir Show 2016 Spring(Souvenir Show ) http://kankoubussan.jimdo.com/"
58,"Souvenir Show 2017 Spring(Souvenir Show ) http://kankoubussan.jimdo.com/"
59,"NATPE Market & Conference (NATPE 2015) http://www.natpe.org"
59,"NATPE Market & Conference (NATPE 2016) http://www.natpe.org"
59,"NATPE Market & Conference (NATPE 2017) http://www.natpe.org"
60,"SHOT Show (SHOT Show ) http://www.shotshow.com"
60,"2013 SHOT Show (SHOT Show ) http://www.shotshow.com"
60,"SHOT Show 2014 http://www.shotshow.com/"
60,"SHOT Show http://www.shotshow.com/"
60,"The Shooting, Hunting, and Outdoor Trade Show(2016 SHOT Show) http://www.shotshow.com/"
60,"Shooting, Hunting, and Outdoor Trade Show(2017 SHOT Show) http://www.shotshow.com/"
61,"EAG International(EAG 2016) http://www.eagexpo.com"
61,"EAG International(EAG 2017) http://www.eagexpo.com"
62,"2012 Florida RV SuperShow http://www.frvta.org"
62,"2013 Florida RV SuperShow http://www.frvta.org/rv-shows/2013-florida-rv-supershow/"
62,"2014 Florida RV SuperShow http://www.frvta.org/rv-shows/2013-florida-rv-supershow/"
62,"Florida RV SuperShow http://www.frvta.org/"
62,"Florida RV SuperShow http://www.frvta.org/"
62,"Florida RV SuperShow http://events.frvta.org/florida-rv-supershow/"
63,"World of Concrete 2012(World of Concrete 2012) http://www.WorldofConcrete.com"
63,"World of Concrete (WOC 2013) http://www.WorldofConcrete.com"
63,"World of Concrete 2014 http://www.WorldofConcrete.com"
63,"World of Concrete 2015(WOC 2015) http://www.WorldofConcrete.com"
63,"World of Concrete 2016(WOC 2016) http://www.WorldofConcrete.com"
63,"World of Concrete 2017(WOC 2017) http://www.WorldofConcrete.com"
64,"Premiere Vision New York Spring Summer 2015 (PREMIERE VISION) http://www.premierevision-newyork.com/"
64,"Premiere Vision New York - Spring Summer 16 http://www.premierevision-newyork.com/"
64,"Premiere Vision New York http://www.premierevision-newyork.com/"
64,"Premiere Vision New York(PV New York) http://www.premierevision-newyork.com/"
65,"Auto Zum : International Trade Fair for Car Workshop & Petrol Station Equipment (Auto Zum) http://www.autozum.at/"
65,"AutoZum Salzburg 2015: International Trade Fair for Car Workshop & Petrol Station Equipment (AutoZum) http://www.autozum.at/"
65,"AutoZum Salzburg 2017 http://www.autozum.at/"
66,"NEPCON JAPAN 2015 http://www.nepconjapan.jp/"
66,"45th NEPCON JAPAN 2016 http://www.nepconjapan.jp/"
66,"46th NEPCON JAPAN 2017 http://www.nepconjapan.jp/"
67,"41st INTERNEPCON JAPAN http://www.nepcon.jp/"
67,"42nd INTERNEPCON JAPAN http://www.nepcon.jp"
67,"43rd INTERNEPCON JAPAN http://www.nepcon.jp/"
67,"44th INTERNEPCON JAPAN(NEPCON JAPAN 2015) http://www.nepcon.jp/"
67,"45th INTERNEPCON JAPAN(INTERNEPCON JAPAN ) http://www.nepcon.jp/"
67,"46th INTERNEPCON JAPAN http://www.nepcon.jp/"
68,"29th ELECTROTEST JAPAN http://www.electrotest.jp/"
68,"30th ELECTROTEST JAPAN http://www.electrotest.jp"
68,"31st ELECTROTEST JAPAN http://www.electrotest.jp"
68,"32nd ELECTROTEST JAPAN http://www.electrotest.jp/"
68,"33rd ELECTROTEST JAPAN http://www.electrotest.jp/"
68,"34th ELECTROTEST JAPAN http://www.electrotest.jp/"
69,"13th IC PACKAGING TECHNOLOGY EXPO -ICP-(ICP) http://www.icp-expo.jp/"
69,"14th IC PACKAGING TECHNOLOGY EXPO(ICP) http://www.icp-expo.jp"
69,"15th IC PACKAGING TECHNOLOGY EXPO(ICP) http://www.icp-expo.jp/"
69,"16th IC PACKAGING TECHNOLOGY EXPO(ICP) http://www.icp-expo.jp/"
69,"17th IC PACKAGING TECHNOLOGY EXPO(ICP) http://www.icp-expo.jp/"
69,"18th IC PACKAGING TECHNOLOGY EXPO(ICP) http://www.icp-expo.jp/"
70,"MicroTech JAPAN - 3rd Micro Fabrication / Fine Process Technology Expo( MicroTech Japan) http://www.fp-expo.jp"
70,"MicroTech JAPAN - 4th Micro Fabrication / Fine Process Technology Expo( MicroTech Japan) http://www.fp-expo.jp"
70,"5th FINE PROCESS TECHNOLOGY EXPO http://www.fp-expo.jp"
70,"6th FINE PROCESS TECHNOLOGY EXPO http://www.fp-expo.jp"
70,"7th FINE PROCESS TECHNOLOGY EXPO http://www.fp-expo.jp/"
71,"PWB EXPO-13th Printed Wiring Boards Expo(PWB EXPO) http://www.pwb.jp/"
71,"14th Printed Wiring Boards Expo (PWB EXPO)(PWB EXPO) http://www.pwb.jp"
71,"PWB EXPO - 15th Printed Wiring Boards Expo(PWB EXPO) http://www.pwb.jp"
71,"PWB EXPO - 16th Printed Wiring Boards Expo(PWB EXPO) http://www.pwb.jp"
71,"PWB EXPO - 17th Printed Wiring Boards Expo(PWB EXPO) http://www.pwb.jp"
71,"PWB EXPO - 18th Printed Wiring Boards Expo(PWB EXPO) http://www.pwb.jp"
72,"13th International Electronic Components Trade Show - ELE TRADE 2012-(ELE TRADE) http://www.eletrade.jp/"
72,"14th ELECTRONIC COMPONENTS EXPO (ELE EXPO)(ELE EXPO) http://www.eletrade.jp"
72,"ELE EXPO - 15th ELECTRONIC COMPONENTS EXPO(ELE EXPO) http://www.eletrade.jp"
72,"ELE EXPO - 16th ELECTRONIC COMPONENTS & MATERIALS EXPO(ELE EXPO) http://www.ele-expo.jp/"
72,"17th ELECTRONIC COMPONENTS & MATERIALS EXPO http://www.ele-expo.jp/"
72,"18th ELECTRONIC COMPONENTS & MATERIALS EXPO http://www.ele-expo.jp/"
73,"EV JAPAN-3rd EV & HEV Drive System Technology Expo(EV JAPAN) http://www.evjapan.jp/ja/Home/"
73,"4th EV & HEV Drive System Technology Expo (EV JAPAN)(EV JAPAN) http://www.evjapan.jp"
73,"5th EV & HEV Drive System Technology Expo (EV JAPAN)(EV JAPAN) http://www.evjapan.jp"
73,"6th EV & HEV Drive System Technology Expo (EV JAPAN)(EV JAPAN) http://www.evjapan.jp/"
73,"7th EV & HEV Drive System Technology Expo(EV JAPAN) http://www.evjapan.jp/"
73,"8th EV & HEV Drive System Technology Expo(EV JAPAN) http://www.evjapan.jp/"
74,"3rd Connected Car JAPAN http://www.connected-car.jp/"
74,"4th Connected Car JAPAN http://www.connected-car.jp/"
74,"5th Connected Car JAPAN http://www.connected-car.jp/"
75,"1st SMART AUTOMOTIVE FACTORY EXPO http://www.sma-fac.jp/"
76,"SURFACES 2012 http://www.surfaces.com"
76,"SURFACES 2013 http://www.surfaces.com"
76,"SURFACES 2014 http://www.surfaces.com"
76,"International Surface Event (TISE 2015) http://www.surfaces.com"
76,"International Surface Event(TISE 2016) https://tisewest.com/"
76,"The International Surface Event(TISE 2017) https://tisewest.com/"
77,"MARCA 2012:The Private Label Business Alliance(MARCA 2012) http://www.marca.bolognafiere.it/"
77,"MarcabyBolognaFiere 2013(Marca 2013) http://www.marca.bolognafiere.it/"
77,"The 10th edition of MarcabyBolognaFiere 2014 -  Private Label Conference and Exhibition(Marca 2014) http://www.marca.bolognafiere.it/"
77,"Marca 2015 -  Private Label Conference and Exhibition http://www.marca.bolognafiere.it/"
77,"Private Label Conference and Exhibition(Marca 2016) http://www.marca.bolognafiere.it/"
77,"Private Label Conference and Exhibition(Marca 2017) http://www.marca.bolognafiere.it/"
78,"PROMOTION TRADE EXHIBITION(pte) http://www.promotiontradeexhibition.it/it/"
78,"Promotion Trade Exhibition(pte) http://www.promotiontradeexhibition.it/it/"
79,"Anfas Hotel Equipment- 23rd International Hospitality Industry Equipments& Decoration Exhibition(Anfas Hotel Equipment) http://www.anfashotelequipment.com/"
79,"Anfas Hotel Equipment- 24th International Hospitality Industry Equipments Exhibition(Anfas Hotel Equipment) http://www.anfashotelequipment.com/"
79,"Anfas Hotel Equipment - 25th International Hospitality Industry Equipments Exhibition http://www.anfashotelequipment.com"
79,"Anfas Hotel Equipment - 26th International Hospitality Industry Equipments Exhibition http://www.anfashotelequipment.com"
79,"27th International Hospitality Industry Equipments Exhibition(Anfas Hotel Equipment) http://www.anfashotelequipment.com"
79,"28th International Exhibition of Hospitality Industry Equipments(Anfas Hotel Equipment) http://www.anfashotelequipment.com"
80,"13th GARMENTECH Bangladesh 2014 http://garmentechdhaka.com/"
80,"14th GARMENTECH Bangladesh 2015 http://garmentechdhaka.com/"
80,"15th International Apparel Machinery Tradeshow (15th GARMENTECH Bangladesh 2016) http://garmentechdhaka.com/"
80,"16th GARMENTECH Bangladesh 2017 http://garmentechdhaka.com/"
81,"Japan Grand Shoes Collection Summer 2012 (141th) http://www.csia.or.jp/tenjikai/index.htm"
81,"Japan Grand Shoes Collection Summer 2013 (144th) http://www.csia.or.jp/tenjikai/"
81,"Japan Grand Shoes Collection Summer 2014 (147th) http://www.csia.or.jp/tenjikai/"
81,"Japan Grand Shoes Collection Summer 2015 (150th) http://www.csia.or.jp/tenjikai/"
81,"Japan Grand Shoes Collection Summer 2016 (153rd) http://www.csia.or.jp/tenjikai/"
81,"Japan Grand Shoes Collection Summer 2017 (156th) http://www.csia.or.jp/tenjikai/"
82,"1st Automotive IT Expo (Held inside AUTOMOTIVE WORLD 2013) http://www.auto-it.jp/ja/Home/"
82,"Automotive World 2015 http://www.automotiveworld.jp/"
82,"8th AUTOMOTIVE WORLD 2016 http://www.automotiveworld.jp/"
82,"9th AUTOMOTIVE WORLD 2017 http://www.automotiveworld.jp/"
83,"4th Int'l Automotive Electronics Technology Expo (CAR-ELE JAPAN)(CAR-ELE JAPAN) http://www.car-ele.jp/"
83,"5th Int'l Automotive Electronics Technology EXPO  (CAR-ELE JAPAN) (CAR-ELE JAPAN ) http://www.car-ele.jp"
83,"6th Int'l Automotive Electronics Technology EXPO  (CAR-ELE JAPAN) (CAR-ELE JAPAN ) http://www.car-ele.jp/"
